case:concept:name,concept:name,a:id,time:timestamp,org:resource,type
c5044,DISASSEMBLY,1,2022-10-10 17:33:56.966562,21,EventType.ACTIVITY_COMPLETE
c5050,RECEPTION,0,2022-10-10 17:39:43.787273,48,EventType.ACTIVITY_COMPLETE
c5048,ACKNOWLEDGEMENT,2,2022-10-10 17:46:54.094383,13,EventType.ACTIVITY_COMPLETE
c5039,REPAIR,3,2022-10-10 18:01:48.592894,1,EventType.ACTIVITY_COMPLETE
c5034,REPAIR,3,2022-10-10 18:13:05.204423,37,EventType.ACTIVITY_COMPLETE
c5042,ACKNOWLEDGEMENT,2,2022-10-10 18:13:31.668400,5,EventType.ACTIVITY_COMPLETE
c5043,DISASSEMBLY,1,2022-10-10 18:14:45.008342,24,EventType.ACTIVITY_COMPLETE
c5033,REPAIR,3,2022-10-10 18:25:29.077404,2,EventType.ACTIVITY_COMPLETE
c5032,SHIPPING,6,2022-10-10 18:31:28.054031,9,EventType.ACTIVITY_COMPLETE
c5048,DISASSEMBLY,1,2022-10-10 18:32:55.864501,49,EventType.ACTIVITY_COMPLETE
c5042,DISASSEMBLY,1,2022-10-10 18:41:22.102427,31,EventType.ACTIVITY_COMPLETE
c5035,ACKNOWLEDGEMENT,2,2022-10-10 18:55:15.116309,33,EventType.ACTIVITY_COMPLETE
c5035,DISASSEMBLY,1,2022-10-10 19:18:51.457672,17,EventType.ACTIVITY_COMPLETE
c5036,QUALITY_CONTROL,4,2022-10-10 19:18:55.985294,39,EventType.ACTIVITY_COMPLETE
c5037,ACKNOWLEDGEMENT,2,2022-10-10 19:21:59.099965,41,EventType.ACTIVITY_COMPLETE
c5046,REPAIR,3,2022-10-10 19:24:35.184492,16,EventType.ACTIVITY_COMPLETE
c5049,RECEPTION,0,2022-10-10 19:25:53.465473,3,EventType.ACTIVITY_COMPLETE
c5044,REPAIR,3,2022-10-10 19:32:33.630314,21,EventType.ACTIVITY_COMPLETE
c5043,ACKNOWLEDGEMENT,2,2022-10-10 19:47:27.679737,7,EventType.ACTIVITY_COMPLETE
c5047,DISASSEMBLY,1,2022-10-10 19:49:44.755383,35,EventType.ACTIVITY_COMPLETE
c5041,REPAIR,3,2022-10-10 20:08:43.204319,4,EventType.ACTIVITY_COMPLETE
c5045,REPAIR,3,2022-10-10 20:10:55.942581,4,EventType.ACTIVITY_COMPLETE
c5038,REPAIR,3,2022-10-10 20:11:05.547203,29,EventType.ACTIVITY_COMPLETE
c5037,DISASSEMBLY,1,2022-10-10 20:16:54.813531,41,EventType.ACTIVITY_COMPLETE
c5034,QUALITY_CONTROL,4,2022-10-10 20:17:34.403578,38,EventType.ACTIVITY_COMPLETE
c5050,ACKNOWLEDGEMENT,2,2022-10-10 20:17:44.963777,42,EventType.ACTIVITY_COMPLETE
c5039,QUALITY_CONTROL,4,2022-10-10 20:18:25.668209,19,EventType.ACTIVITY_COMPLETE
c5040,ACKNOWLEDGEMENT,2,2022-10-10 20:19:42.678555,24,EventType.ACTIVITY_COMPLETE
c5031,REPAIR,7,2022-10-10 23:25:38.132592,14,EventType.ACTIVITY_COMPLETE
c5050,DISASSEMBLY,1,2022-10-10 23:35:26.127942,44,EventType.ACTIVITY_COMPLETE
c5042,REPAIR,3,2022-10-11 07:22:30.645418,14,EventType.ACTIVITY_COMPLETE
c5031,QUALITY_CONTROL,8,2022-10-11 07:29:18.362517,44,EventType.ACTIVITY_COMPLETE
c5044,QUALITY_CONTROL,4,2022-10-11 07:48:03.926766,9,EventType.ACTIVITY_COMPLETE
c5043,REPAIR,3,2022-10-11 07:53:47.567051,46,EventType.ACTIVITY_COMPLETE
c5046,QUALITY_CONTROL,4,2022-10-11 07:58:57.750882,6,EventType.ACTIVITY_COMPLETE
c5033,QUALITY_CONTROL,4,2022-10-11 08:02:23.245808,3,EventType.ACTIVITY_COMPLETE
c5036,CREATE_INVOICE,5,2022-10-11 08:06:53.526159,26,EventType.ACTIVITY_COMPLETE
c5037,REPAIR,3,2022-10-11 08:29:00.699356,41,EventType.ACTIVITY_COMPLETE
c5039,CREATE_INVOICE,5,2022-10-11 08:43:07.187666,12,EventType.ACTIVITY_COMPLETE
c5051,RECEPTION,0,2022-10-11 08:49:23.840494,14,EventType.ACTIVITY_COMPLETE
c5045,QUALITY_CONTROL,4,2022-10-11 08:53:31.102129,38,EventType.ACTIVITY_COMPLETE
c5041,QUALITY_CONTROL,4,2022-10-11 08:53:57.891646,4,EventType.ACTIVITY_COMPLETE
c5035,REPAIR,3,2022-10-11 09:06:42.653317,17,EventType.ACTIVITY_COMPLETE
c5038,QUALITY_CONTROL,4,2022-10-11 09:14:29.383173,39,EventType.ACTIVITY_COMPLETE
c5043,QUALITY_CONTROL,4,2022-10-11 09:53:10.456335,34,EventType.ACTIVITY_COMPLETE
c5051,ACKNOWLEDGEMENT,2,2022-10-11 09:54:46.480638,26,EventType.ACTIVITY_COMPLETE
c5042,QUALITY_CONTROL,4,2022-10-11 09:54:51.570817,9,EventType.ACTIVITY_COMPLETE
c5040,REPAIR,3,2022-10-11 09:58:16.029989,0,EventType.ACTIVITY_COMPLETE
c5048,REPAIR,3,2022-10-11 10:14:16.006914,2,EventType.ACTIVITY_COMPLETE
c5050,REPAIR,3,2022-10-11 10:16:49.588383,29,EventType.ACTIVITY_COMPLETE
c5049,DISASSEMBLY,1,2022-10-11 10:19:47.051189,32,EventType.ACTIVITY_COMPLETE
c5037,QUALITY_CONTROL,4,2022-10-11 10:51:36.342167,41,EventType.ACTIVITY_COMPLETE
c5047,REPAIR,3,2022-10-11 10:59:38.991008,19,EventType.ACTIVITY_COMPLETE
c5035,QUALITY_CONTROL,4,2022-10-11 11:15:20.129356,10,EventType.ACTIVITY_COMPLETE
c5034,CREATE_INVOICE,5,2022-10-11 11:17:55.302700,47,EventType.ACTIVITY_COMPLETE
c5049,ACKNOWLEDGEMENT,2,2022-10-11 11:35:09.656545,42,EventType.ACTIVITY_COMPLETE
c5044,CREATE_INVOICE,5,2022-10-11 11:50:30.553268,6,EventType.ACTIVITY_COMPLETE
c5048,QUALITY_CONTROL,4,2022-10-11 12:07:19.328166,2,EventType.ACTIVITY_COMPLETE
c5050,QUALITY_CONTROL,4,2022-10-11 12:12:38.381841,29,EventType.ACTIVITY_COMPLETE
c5052,RECEPTION,0,2022-10-11 12:14:27.747369,44,EventType.ACTIVITY_COMPLETE
c5037,CREATE_INVOICE,5,2022-10-11 12:20:37.294442,39,EventType.ACTIVITY_COMPLETE
c5039,SHIPPING,6,2022-10-11 12:27:40.324404,12,EventType.ACTIVITY_COMPLETE
c5040,QUALITY_CONTROL,4,2022-10-11 12:35:48.264638,9,EventType.ACTIVITY_COMPLETE
c5046,CREATE_INVOICE,5,2022-10-11 12:53:37.419205,43,EventType.ACTIVITY_COMPLETE
c5047,QUALITY_CONTROL,4,2022-10-11 13:08:06.019816,32,EventType.ACTIVITY_COMPLETE
c5050,CREATE_INVOICE,5,2022-10-11 13:20:44.072557,26,EventType.ACTIVITY_COMPLETE
c5037,SHIPPING,6,2022-10-11 13:55:56.030211,39,EventType.ACTIVITY_COMPLETE
c5042,CREATE_INVOICE,5,2022-10-11 14:21:14.895838,15,EventType.ACTIVITY_COMPLETE
c5052,ACKNOWLEDGEMENT,2,2022-10-11 14:27:24.448986,34,EventType.ACTIVITY_COMPLETE
c5051,DISASSEMBLY,1,2022-10-11 14:30:19.754021,27,EventType.ACTIVITY_COMPLETE
c5045,CREATE_INVOICE,5,2022-10-11 14:35:16.203029,14,EventType.ACTIVITY_COMPLETE
c5044,SHIPPING,6,2022-10-11 14:41:11.833599,33,EventType.ACTIVITY_COMPLETE
c5049,REPAIR,3,2022-10-11 14:48:48.766046,18,EventType.ACTIVITY_COMPLETE
c5034,SHIPPING,6,2022-10-11 14:52:02.915779,4,EventType.ACTIVITY_COMPLETE
c5036,SHIPPING,6,2022-10-11 16:00:15.811099,20,EventType.ACTIVITY_COMPLETE
c5033,REPAIR,5,2022-10-11 16:17:03.439466,30,EventType.ACTIVITY_COMPLETE
c5038,REPAIR,5,2022-10-11 16:22:51.765317,17,EventType.ACTIVITY_COMPLETE
c5049,QUALITY_CONTROL,4,2022-10-11 16:28:15.690179,12,EventType.ACTIVITY_COMPLETE
c5053,RECEPTION,0,2022-10-11 16:31:32.864192,11,EventType.ACTIVITY_COMPLETE
c5050,SHIPPING,6,2022-10-11 16:38:42.234875,21,EventType.ACTIVITY_COMPLETE
c5041,REPAIR,5,2022-10-11 16:44:06.052501,38,EventType.ACTIVITY_COMPLETE
c5049,CREATE_INVOICE,5,2022-10-11 17:05:33.998379,18,EventType.ACTIVITY_COMPLETE
c5033,QUALITY_CONTROL,6,2022-10-11 17:26:37.317040,27,EventType.ACTIVITY_COMPLETE
c5042,SHIPPING,6,2022-10-11 17:29:25.318169,15,EventType.ACTIVITY_COMPLETE
c5038,QUALITY_CONTROL,6,2022-10-11 17:40:05.617188,26,EventType.ACTIVITY_COMPLETE
c5052,DISASSEMBLY,1,2022-10-11 17:43:49.582811,3,EventType.ACTIVITY_COMPLETE
c5043,REPAIR,5,2022-10-11 17:48:18.944661,8,EventType.ACTIVITY_COMPLETE
c5031,REPAIR,9,2022-10-11 17:50:43.239890,46,EventType.ACTIVITY_COMPLETE
c5041,QUALITY_CONTROL,6,2022-10-11 17:58:13.526311,38,EventType.ACTIVITY_COMPLETE
c5051,REPAIR,3,2022-10-11 18:12:48.808734,32,EventType.ACTIVITY_COMPLETE
c5031,QUALITY_CONTROL,10,2022-10-11 18:20:59.231761,46,EventType.ACTIVITY_COMPLETE
c5043,QUALITY_CONTROL,6,2022-10-11 18:39:08.271780,7,EventType.ACTIVITY_COMPLETE
c5045,SHIPPING,6,2022-10-11 18:56:38.486498,5,EventType.ACTIVITY_COMPLETE
c5052,REPAIR,3,2022-10-11 19:35:02.278075,4,EventType.ACTIVITY_COMPLETE
c5035,REPAIR,5,2022-10-11 19:59:45.506821,41,EventType.ACTIVITY_COMPLETE
c5046,SHIPPING,6,2022-10-11 20:06:16.335534,29,EventType.ACTIVITY_COMPLETE
c5048,REPAIR,5,2022-10-11 20:19:15.562279,42,EventType.ACTIVITY_COMPLETE
c5051,QUALITY_CONTROL,4,2022-10-11 20:48:15.520493,7,EventType.ACTIVITY_COMPLETE
c5053,DISASSEMBLY,1,2022-10-11 21:42:36.968765,34,EventType.ACTIVITY_COMPLETE
c5053,ACKNOWLEDGEMENT,2,2022-10-11 21:53:21.656961,30,EventType.ACTIVITY_COMPLETE
c5049,SHIPPING,6,2022-10-11 22:26:58.136113,21,EventType.ACTIVITY_COMPLETE
c5054,RECEPTION,0,2022-10-11 23:31:54.250688,1,EventType.ACTIVITY_COMPLETE
c5038,CREATE_INVOICE,7,2022-10-12 02:26:14.924851,27,EventType.ACTIVITY_COMPLETE
c5041,REPAIR,7,2022-10-12 03:06:28.765158,38,EventType.ACTIVITY_COMPLETE
c5047,CREATE_INVOICE,5,2022-10-12 05:15:32.708188,49,EventType.ACTIVITY_COMPLETE
c5041,QUALITY_CONTROL,8,2022-10-12 06:28:48.687258,4,EventType.ACTIVITY_COMPLETE
c5035,QUALITY_CONTROL,6,2022-10-12 06:36:54.780257,26,EventType.ACTIVITY_COMPLETE
c5035,CREATE_INVOICE,7,2022-10-12 06:52:14.367670,26,EventType.ACTIVITY_COMPLETE
c5048,QUALITY_CONTROL,6,2022-10-12 06:57:30.329283,20,EventType.ACTIVITY_COMPLETE
c5043,CREATE_INVOICE,7,2022-10-12 07:03:43.630575,16,EventType.ACTIVITY_COMPLETE
c5052,QUALITY_CONTROL,4,2022-10-12 08:08:00.267016,19,EventType.ACTIVITY_COMPLETE
c5038,SHIPPING,8,2022-10-12 08:41:11.357032,43,EventType.ACTIVITY_COMPLETE
c5035,SHIPPING,8,2022-10-12 08:51:17.178556,26,EventType.ACTIVITY_COMPLETE
c5040,CREATE_INVOICE,5,2022-10-12 09:05:48.236274,44,EventType.ACTIVITY_COMPLETE
c5043,SHIPPING,8,2022-10-12 09:10:20.592701,16,EventType.ACTIVITY_COMPLETE
c5047,SHIPPING,6,2022-10-12 09:10:56.077620,49,EventType.ACTIVITY_COMPLETE
c5057,RECEPTION,0,2022-10-12 10:01:29.036364,29,EventType.ACTIVITY_COMPLETE
c5056,RECEPTION,0,2022-10-12 10:39:30.505557,40,EventType.ACTIVITY_COMPLETE
c5054,DISASSEMBLY,1,2022-10-12 12:02:13.100731,11,EventType.ACTIVITY_COMPLETE
c5054,ACKNOWLEDGEMENT,2,2022-10-12 12:04:05.619688,48,EventType.ACTIVITY_COMPLETE
c5053,REPAIR,3,2022-10-12 13:10:38.490498,45,EventType.ACTIVITY_COMPLETE
c5051,REPAIR,5,2022-10-12 13:18:50.381018,31,EventType.ACTIVITY_COMPLETE
c5058,RECEPTION,0,2022-10-12 13:19:18.558768,35,EventType.ACTIVITY_COMPLETE
c5040,SHIPPING,6,2022-10-12 13:29:53.138137,24,EventType.ACTIVITY_COMPLETE
c5048,REPAIR,7,2022-10-12 13:48:01.905471,20,EventType.ACTIVITY_COMPLETE
c5051,QUALITY_CONTROL,6,2022-10-12 14:10:52.342025,46,EventType.ACTIVITY_COMPLETE
c5048,QUALITY_CONTROL,8,2022-10-12 14:16:28.908477,18,EventType.ACTIVITY_COMPLETE
c5055,RECEPTION,0,2022-10-12 14:39:56.420583,0,EventType.ACTIVITY_COMPLETE
c5051,CREATE_INVOICE,7,2022-10-12 14:44:06.586462,46,EventType.ACTIVITY_COMPLETE
c5041,REPAIR,9,2022-10-12 15:11:49.169887,4,EventType.ACTIVITY_COMPLETE
c5057,DISASSEMBLY,1,2022-10-12 15:15:39.318391,44,EventType.ACTIVITY_COMPLETE
c5054,REPAIR,3,2022-10-12 15:28:41.500353,13,EventType.ACTIVITY_COMPLETE
c5053,QUALITY_CONTROL,4,2022-10-12 15:34:59.625168,16,EventType.ACTIVITY_COMPLETE
c5041,QUALITY_CONTROL,10,2022-10-12 15:42:23.628046,0,EventType.ACTIVITY_COMPLETE
c5057,ACKNOWLEDGEMENT,2,2022-10-12 16:10:29.640432,5,EventType.ACTIVITY_COMPLETE
c5056,DISASSEMBLY,1,2022-10-12 16:40:00.282001,34,EventType.ACTIVITY_COMPLETE
c5031,REPAIR,11,2022-10-12 16:48:50.500786,44,EventType.ACTIVITY_COMPLETE
c5031,QUALITY_CONTROL,12,2022-10-12 17:20:11.759528,16,EventType.ACTIVITY_COMPLETE
c5056,ACKNOWLEDGEMENT,2,2022-10-12 17:29:31.352840,8,EventType.ACTIVITY_COMPLETE
c5052,REPAIR,5,2022-10-12 17:31:25.312737,19,EventType.ACTIVITY_COMPLETE
c5031,CREATE_INVOICE,13,2022-10-12 17:32:38.609631,16,EventType.ACTIVITY_COMPLETE
c5054,QUALITY_CONTROL,4,2022-10-12 17:45:47.515726,46,EventType.ACTIVITY_COMPLETE
c5058,DISASSEMBLY,1,2022-10-12 18:26:19.643967,49,EventType.ACTIVITY_COMPLETE
c5055,ACKNOWLEDGEMENT,2,2022-10-12 18:42:24.245431,18,EventType.ACTIVITY_COMPLETE
c5052,QUALITY_CONTROL,6,2022-10-12 18:47:11.840674,28,EventType.ACTIVITY_COMPLETE
c5055,DISASSEMBLY,1,2022-10-12 19:40:58.889644,24,EventType.ACTIVITY_COMPLETE
c5057,REPAIR,3,2022-10-12 20:01:23.707573,2,EventType.ACTIVITY_COMPLETE
c5031,SHIPPING,14,2022-10-12 20:39:16.900310,16,EventType.ACTIVITY_COMPLETE
c5056,REPAIR,3,2022-10-12 20:42:09.842167,40,EventType.ACTIVITY_COMPLETE
c5059,RECEPTION,0,2022-10-12 21:00:02.057779,12,EventType.ACTIVITY_COMPLETE
c5033,CREATE_INVOICE,7,2022-10-12 22:16:21.746118,14,EventType.ACTIVITY_COMPLETE
c5051,SHIPPING,8,2022-10-12 22:26:40.958311,45,EventType.ACTIVITY_COMPLETE
c5048,REPAIR,9,2022-10-12 23:23:55.901182,27,EventType.ACTIVITY_COMPLETE
c5053,REPAIR,5,2022-10-12 23:41:38.784537,20,EventType.ACTIVITY_COMPLETE
c5058,ACKNOWLEDGEMENT,2,2022-10-13 00:02:03.322985,7,EventType.ACTIVITY_COMPLETE
c5041,REPAIR,11,2022-10-13 01:10:03.507042,4,EventType.ACTIVITY_COMPLETE
c5054,REPAIR,5,2022-10-13 02:45:03.196775,49,EventType.ACTIVITY_COMPLETE
c5048,QUALITY_CONTROL,10,2022-10-13 06:29:53.267193,8,EventType.ACTIVITY_COMPLETE
c5052,CREATE_INVOICE,7,2022-10-13 07:02:02.214058,48,EventType.ACTIVITY_COMPLETE
c5041,QUALITY_CONTROL,12,2022-10-13 07:29:03.943150,18,EventType.ACTIVITY_COMPLETE
c5041,CREATE_INVOICE,13,2022-10-13 07:43:31.103713,24,EventType.ACTIVITY_COMPLETE
c5054,QUALITY_CONTROL,6,2022-10-13 07:51:36.912388,10,EventType.ACTIVITY_COMPLETE
c5065,RECEPTION,0,2022-10-13 08:10:54.930706,43,EventType.ACTIVITY_COMPLETE
c5053,QUALITY_CONTROL,6,2022-10-13 08:12:40.125627,49,EventType.ACTIVITY_COMPLETE
c5056,QUALITY_CONTROL,4,2022-10-13 08:16:58.863870,2,EventType.ACTIVITY_COMPLETE
c5057,QUALITY_CONTROL,4,2022-10-13 08:17:56.039638,19,EventType.ACTIVITY_COMPLETE
c5061,RECEPTION,0,2022-10-13 08:28:06.130462,27,EventType.ACTIVITY_COMPLETE
c5063,RECEPTION,0,2022-10-13 08:50:30.032764,17,EventType.ACTIVITY_COMPLETE
c5033,SHIPPING,8,2022-10-13 08:54:24.672314,11,EventType.ACTIVITY_COMPLETE
c5062,RECEPTION,0,2022-10-13 09:31:48.607702,8,EventType.ACTIVITY_COMPLETE
c5060,RECEPTION,0,2022-10-13 10:16:36.891170,1,EventType.ACTIVITY_COMPLETE
c5058,REPAIR,3,2022-10-13 10:16:51.712113,42,EventType.ACTIVITY_COMPLETE
c5059,ACKNOWLEDGEMENT,2,2022-10-13 10:49:26.192544,7,EventType.ACTIVITY_COMPLETE
c5055,REPAIR,3,2022-10-13 11:00:53.924048,13,EventType.ACTIVITY_COMPLETE
c5064,RECEPTION,0,2022-10-13 11:14:36.307270,44,EventType.ACTIVITY_COMPLETE
c5061,ACKNOWLEDGEMENT,2,2022-10-13 11:41:59.666161,28,EventType.ACTIVITY_COMPLETE
c5041,SHIPPING,14,2022-10-13 12:00:52.313346,18,EventType.ACTIVITY_COMPLETE
c5058,QUALITY_CONTROL,4,2022-10-13 12:27:18.896982,11,EventType.ACTIVITY_COMPLETE
c5063,ACKNOWLEDGEMENT,2,2022-10-13 13:16:06.559371,19,EventType.ACTIVITY_COMPLETE
c5055,QUALITY_CONTROL,4,2022-10-13 13:19:29.354961,42,EventType.ACTIVITY_COMPLETE
c5053,REPAIR,7,2022-10-13 13:22:47.157459,10,EventType.ACTIVITY_COMPLETE
c5054,REPAIR,7,2022-10-13 13:22:48.553214,41,EventType.ACTIVITY_COMPLETE
c5064,ACKNOWLEDGEMENT,2,2022-10-13 13:26:51.357552,44,EventType.ACTIVITY_COMPLETE
c5065,DISASSEMBLY,1,2022-10-13 13:32:56.970124,12,EventType.ACTIVITY_COMPLETE
c5053,QUALITY_CONTROL,8,2022-10-13 13:51:45.503092,19,EventType.ACTIVITY_COMPLETE
c5054,QUALITY_CONTROL,8,2022-10-13 13:53:05.595340,18,EventType.ACTIVITY_COMPLETE
c5059,DISASSEMBLY,1,2022-10-13 14:27:26.485142,20,EventType.ACTIVITY_COMPLETE
c5058,CREATE_INVOICE,5,2022-10-13 14:44:47.791534,1,EventType.ACTIVITY_COMPLETE
c5065,ACKNOWLEDGEMENT,2,2022-10-13 14:44:47.937086,24,EventType.ACTIVITY_COMPLETE
c5061,DISASSEMBLY,1,2022-10-13 14:48:03.826157,3,EventType.ACTIVITY_COMPLETE
c5062,ACKNOWLEDGEMENT,2,2022-10-13 14:48:35.095757,43,EventType.ACTIVITY_COMPLETE
c5048,REPAIR,11,2022-10-13 14:54:04.600939,38,EventType.ACTIVITY_COMPLETE
c5052,SHIPPING,8,2022-10-13 14:58:44.481354,48,EventType.ACTIVITY_COMPLETE
c5048,QUALITY_CONTROL,12,2022-10-13 15:25:36.879965,26,EventType.ACTIVITY_COMPLETE
c5060,DISASSEMBLY,1,2022-10-13 15:31:55.325680,33,EventType.ACTIVITY_COMPLETE
c5062,DISASSEMBLY,1,2022-10-13 15:35:16.755098,35,EventType.ACTIVITY_COMPLETE
c5063,DISASSEMBLY,1,2022-10-13 16:08:10.686896,49,EventType.ACTIVITY_COMPLETE
c5065,REPAIR,3,2022-10-13 16:45:23.436837,20,EventType.ACTIVITY_COMPLETE
c5059,REPAIR,3,2022-10-13 17:09:16.311232,29,EventType.ACTIVITY_COMPLETE
c5060,ACKNOWLEDGEMENT,2,2022-10-13 17:11:04.565046,8,EventType.ACTIVITY_COMPLETE
c5057,CREATE_INVOICE,5,2022-10-13 17:11:52.296821,46,EventType.ACTIVITY_COMPLETE
c5061,REPAIR,3,2022-10-13 17:36:58.658970,21,EventType.ACTIVITY_COMPLETE
c5064,DISASSEMBLY,1,2022-10-13 17:55:11.444017,31,EventType.ACTIVITY_COMPLETE
c5065,QUALITY_CONTROL,4,2022-10-13 18:43:29.737433,20,EventType.ACTIVITY_COMPLETE
c5062,REPAIR,3,2022-10-13 18:52:34.506549,16,EventType.ACTIVITY_COMPLETE
c5059,QUALITY_CONTROL,4,2022-10-13 19:03:10.313242,12,EventType.ACTIVITY_COMPLETE
c5063,REPAIR,3,2022-10-13 19:09:51.421105,38,EventType.ACTIVITY_COMPLETE
c5065,CREATE_INVOICE,5,2022-10-13 19:20:18.110194,21,EventType.ACTIVITY_COMPLETE
c5061,QUALITY_CONTROL,4,2022-10-13 19:43:08.807695,17,EventType.ACTIVITY_COMPLETE
c5064,REPAIR,3,2022-10-13 20:05:02.544900,31,EventType.ACTIVITY_COMPLETE
c5062,QUALITY_CONTROL,4,2022-10-13 20:48:42.168785,19,EventType.ACTIVITY_COMPLETE
c5057,SHIPPING,6,2022-10-13 20:59:32.606636,3,EventType.ACTIVITY_COMPLETE
c5060,REPAIR,3,2022-10-13 21:18:43.316727,32,EventType.ACTIVITY_COMPLETE
c5048,CREATE_INVOICE,13,2022-10-13 21:43:57.428785,1,EventType.ACTIVITY_COMPLETE
c5058,SHIPPING,6,2022-10-13 21:51:21.581187,22,EventType.ACTIVITY_COMPLETE
c5053,REPAIR,9,2022-10-13 23:13:27.202069,3,EventType.ACTIVITY_COMPLETE
c5054,REPAIR,9,2022-10-13 23:18:44.947840,13,EventType.ACTIVITY_COMPLETE
c5055,CREATE_INVOICE,5,2022-10-14 03:08:51.237078,2,EventType.ACTIVITY_COMPLETE
c5054,QUALITY_CONTROL,10,2022-10-14 06:28:26.492020,19,EventType.ACTIVITY_COMPLETE
c5053,QUALITY_CONTROL,10,2022-10-14 06:30:47.667187,12,EventType.ACTIVITY_COMPLETE
c5061,CREATE_INVOICE,5,2022-10-14 06:42:16.311814,45,EventType.ACTIVITY_COMPLETE
c5059,CREATE_INVOICE,5,2022-10-14 07:14:20.713487,14,EventType.ACTIVITY_COMPLETE
c5063,QUALITY_CONTROL,4,2022-10-14 07:48:30.457419,36,EventType.ACTIVITY_COMPLETE
c5060,QUALITY_CONTROL,4,2022-10-14 07:53:19.305613,37,EventType.ACTIVITY_COMPLETE
c5064,QUALITY_CONTROL,4,2022-10-14 07:58:29.987463,43,EventType.ACTIVITY_COMPLETE
c5060,CREATE_INVOICE,5,2022-10-14 08:10:18.708612,17,EventType.ACTIVITY_COMPLETE
c5062,CREATE_INVOICE,5,2022-10-14 08:26:54.789321,32,EventType.ACTIVITY_COMPLETE
c5059,SHIPPING,6,2022-10-14 08:43:33.332251,45,EventType.ACTIVITY_COMPLETE
c5064,CREATE_INVOICE,5,2022-10-14 08:43:47.756797,36,EventType.ACTIVITY_COMPLETE
c5068,RECEPTION,0,2022-10-14 08:52:55.991788,24,EventType.ACTIVITY_COMPLETE
c5048,SHIPPING,14,2022-10-14 09:11:17.308575,22,EventType.ACTIVITY_COMPLETE
c5063,CREATE_INVOICE,5,2022-10-14 09:44:17.230285,48,EventType.ACTIVITY_COMPLETE
c5065,SHIPPING,6,2022-10-14 10:08:01.956884,29,EventType.ACTIVITY_COMPLETE
c5056,CREATE_INVOICE,5,2022-10-14 10:57:49.369379,45,EventType.ACTIVITY_COMPLETE
c5066,RECEPTION,0,2022-10-14 11:03:11.482197,13,EventType.ACTIVITY_COMPLETE
c5063,SHIPPING,6,2022-10-14 11:40:13.633129,21,EventType.ACTIVITY_COMPLETE
c5055,SHIPPING,6,2022-10-14 11:55:55.431654,40,EventType.ACTIVITY_COMPLETE
c5061,SHIPPING,6,2022-10-14 12:00:46.304120,9,EventType.ACTIVITY_COMPLETE
c5053,CREATE_INVOICE,11,2022-10-14 12:10:43.712510,47,EventType.ACTIVITY_COMPLETE
c5064,SHIPPING,6,2022-10-14 12:55:53.938507,26,EventType.ACTIVITY_COMPLETE
c5056,SHIPPING,6,2022-10-14 13:03:20.385056,36,EventType.ACTIVITY_COMPLETE
c5054,CREATE_INVOICE,11,2022-10-14 13:07:55.602813,19,EventType.ACTIVITY_COMPLETE
c5068,ACKNOWLEDGEMENT,2,2022-10-14 13:48:37.753384,45,EventType.ACTIVITY_COMPLETE
c5066,ACKNOWLEDGEMENT,2,2022-10-14 14:01:10.025250,24,EventType.ACTIVITY_COMPLETE
c5067,RECEPTION,0,2022-10-14 14:51:59.392550,41,EventType.ACTIVITY_COMPLETE
c5060,SHIPPING,6,2022-10-14 14:55:31.033801,15,EventType.ACTIVITY_COMPLETE
c5053,SHIPPING,12,2022-10-14 14:55:34.183437,39,EventType.ACTIVITY_COMPLETE
c5068,DISASSEMBLY,1,2022-10-14 16:25:34.108185,6,EventType.ACTIVITY_COMPLETE
c5066,DISASSEMBLY,1,2022-10-14 16:47:20.820698,44,EventType.ACTIVITY_COMPLETE
c5054,SHIPPING,12,2022-10-14 16:51:54.512704,26,EventType.ACTIVITY_COMPLETE
c5062,SHIPPING,6,2022-10-14 17:41:23.511526,35,EventType.ACTIVITY_COMPLETE
c5069,RECEPTION,0,2022-10-14 17:43:50.233797,14,EventType.ACTIVITY_COMPLETE
c5067,ACKNOWLEDGEMENT,2,2022-10-14 18:58:47.061715,16,EventType.ACTIVITY_COMPLETE
c5067,DISASSEMBLY,1,2022-10-14 20:41:07.146556,32,EventType.ACTIVITY_COMPLETE
c5066,REPAIR,3,2022-10-17 07:51:47.462561,28,EventType.ACTIVITY_COMPLETE
c5069,ACKNOWLEDGEMENT,2,2022-10-17 08:43:21.594352,13,EventType.ACTIVITY_COMPLETE
c5074,RECEPTION,0,2022-10-17 09:00:43.349784,5,EventType.ACTIVITY_COMPLETE
c5081,RECEPTION,0,2022-10-17 09:13:28.228343,16,EventType.ACTIVITY_COMPLETE
c5067,REPAIR,3,2022-10-17 09:13:43.043284,20,EventType.ACTIVITY_COMPLETE
c5066,QUALITY_CONTROL,4,2022-10-17 09:43:29.400618,28,EventType.ACTIVITY_COMPLETE
c5072,RECEPTION,0,2022-10-17 09:45:57.806670,44,EventType.ACTIVITY_COMPLETE
c5076,RECEPTION,0,2022-10-17 09:47:22.205112,14,EventType.ACTIVITY_COMPLETE
c5070,RECEPTION,0,2022-10-17 09:59:45.596619,24,EventType.ACTIVITY_COMPLETE
c5078,RECEPTION,0,2022-10-17 10:05:38.314156,38,EventType.ACTIVITY_COMPLETE
c5066,CREATE_INVOICE,5,2022-10-17 10:42:29.863152,43,EventType.ACTIVITY_COMPLETE
c5075,RECEPTION,0,2022-10-17 10:47:05.813488,49,EventType.ACTIVITY_COMPLETE
