CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,customer,product,responsible_section,service_level,service_type,support_section,workgroup
Case 3004,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 3304501.0, 3304505.0, 3304517.0, 3304517.0]","[nan, 3304501.0, 4.0, 12.0, 12.0]","[1.0, 4.0, 4.0, 4.0, 4.0]","[36073.0, 57374.0, 57378.0, 57390.0, 57390.0]",Value 1,Value 86,Value 3,Value 5,Value 2,Value 1,Value 4,Value 1
Case 3004,6,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 3304501.0, 3304505.0, 3304517.0, 3304517.0, 4600533.0]","[nan, 3304501.0, 4.0, 12.0, 12.0, 1296016.0]","[1.0, 4.0, 4.0, 4.0, 4.0, 5.0]","[36073.0, 57374.0, 57378.0, 57390.0, 57390.0, 57406.0]",Value 1,Value 86,Value 3,Value 5,Value 2,Value 1,Value 4,Value 1
Case 3005,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[32726.0],Value 1,Value 91,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3005,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[0.0, 101903.0]","[nan, 101903.0]","[3.0, 4.0]","[32726.0, 48229.0]",Value 1,Value 91,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3005,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 2', 'Value 8']","[0.0, 101903.0, 1562090.0]","[nan, 101903.0, 1460187.0]","[3.0, 4.0, 0.0]","[32726.0, 48229.0, 39616.0]",Value 1,Value 91,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3005,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 2', 'Value 8', 'Value 5']","[0.0, 101903.0, 1562090.0, 4150510.0]","[nan, 101903.0, 1460187.0, 2588420.0]","[3.0, 4.0, 0.0, 2.0]","[32726.0, 48229.0, 39616.0, 36036.0]",Value 1,Value 91,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3006,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[52576.0],Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3006,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 13']","[0.0, 1628280.0]","[nan, 1628280.0]","[3.0, 1.0]","[52576.0, 39256.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3006,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 13', 'Value 13']","[0.0, 1628280.0, 1628286.0]","[nan, 1628280.0, 6.0]","[3.0, 1.0, 1.0]","[52576.0, 39256.0, 39262.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3006,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 13', 'Value 13', 'Value 5']","[0.0, 1628280.0, 1628286.0, 2924305.0]","[nan, 1628280.0, 6.0, 1296019.0]","[3.0, 1.0, 1.0, 2.0]","[52576.0, 39256.0, 39262.0, 39281.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3007,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[25505.0],Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3007,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 925.0]","[nan, 925.0]","[1.0, 1.0]","[25505.0, 26430.0]",Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3007,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 925.0, 925.0]","[nan, 925.0, 925.0]","[1.0, 1.0, 1.0]","[25505.0, 26430.0, 26430.0]",Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3007,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 925.0, 925.0, 2678740.0]","[nan, 925.0, 925.0, 2677815.0]","[1.0, 1.0, 1.0, 4.0]","[25505.0, 26430.0, 26430.0, 25845.0]",Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3008,1,['Assign seriousness'],['Value 18'],[0.0],[nan],[1.0],[41945.0],Value 1,Value 13,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3008,2,"['Assign seriousness', 'Take in charge ticket']","['Value 18', 'Value 2']","[0.0, 1228986.0]","[nan, 1228986.0]","[1.0, 1.0]","[41945.0, 61331.0]",Value 1,Value 13,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3008,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 18', 'Value 2', 'Value 4']","[0.0, 1228986.0, 1994539.0]","[nan, 1228986.0, 765553.0]","[1.0, 1.0, 3.0]","[41945.0, 61331.0, 49284.0]",Value 1,Value 13,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3008,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 18', 'Value 2', 'Value 4', 'Value 3']","[0.0, 1228986.0, 1994539.0, 3290554.0]","[nan, 1228986.0, 765553.0, 1296015.0]","[1.0, 1.0, 3.0, 4.0]","[41945.0, 61331.0, 49284.0, 49299.0]",Value 1,Value 13,Value 2,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3014,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[27883.0],Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3014,2,"['Assign seriousness', 'Resolve ticket']","['Value 2', 'Value 1']","[0.0, 1652.0]","[nan, 1652.0]","[3.0, 3.0]","[27883.0, 29535.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3014,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 2', 'Value 1', 'Value 1']","[0.0, 1652.0, 1653.0]","[nan, 1652.0, 1.0]","[3.0, 3.0, 3.0]","[27883.0, 29535.0, 29536.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3014,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 1', 'Value 1', 'Value 5']","[0.0, 1652.0, 1653.0, 3027978.0]","[nan, 1652.0, 1.0, 3026325.0]","[3.0, 3.0, 3.0, 3.0]","[27883.0, 29535.0, 29536.0, 31861.0]",Value 1,Value 60,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3015,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[31436.0],Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3015,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 347384.0]","[nan, 347384.0]","[4.0, 1.0]","[31436.0, 33220.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3015,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 1', 'Value 2', 'Value 2']","[0.0, 347384.0, 622605.0]","[nan, 347384.0, 275221.0]","[4.0, 1.0, 4.0]","[31436.0, 33220.0, 49241.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3015,4,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 2']","[0.0, 347384.0, 622605.0, 2333446.0]","[nan, 347384.0, 275221.0, 1710841.0]","[4.0, 1.0, 4.0, 3.0]","[31436.0, 33220.0, 49241.0, 32082.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3015,5,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 2', 'Value 3']","[0.0, 347384.0, 622605.0, 2333446.0, 3629456.0]","[nan, 347384.0, 275221.0, 1710841.0, 1296010.0]","[4.0, 1.0, 4.0, 3.0, 4.0]","[31436.0, 33220.0, 49241.0, 32082.0, 32092.0]",Value 1,Value 146,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3016,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[51859.0],Value 1,Value 145,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3016,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[0.0, 110.0]","[nan, 110.0]","[0.0, 0.0]","[51859.0, 51969.0]",Value 1,Value 145,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3016,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 110.0, 129.0]","[nan, 110.0, 19.0]","[0.0, 0.0, 0.0]","[51859.0, 51969.0, 51988.0]",Value 1,Value 145,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3016,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 13']","[0.0, 110.0, 129.0, 1472747.0]","[nan, 110.0, 19.0, 1472618.0]","[0.0, 0.0, 0.0, 3.0]","[51859.0, 51969.0, 51988.0, 55806.0]",Value 1,Value 145,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3016,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 13', 'Value 3']","[0.0, 110.0, 129.0, 1472747.0, 2768764.0]","[nan, 110.0, 19.0, 1472618.0, 1296017.0]","[0.0, 0.0, 0.0, 3.0, 4.0]","[51859.0, 51969.0, 51988.0, 55806.0, 55823.0]",Value 1,Value 145,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3017,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[1.0],[36311.0],Value 1,Value 74,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3017,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 1596.0]","[nan, 1596.0]","[1.0, 1.0]","[36311.0, 37907.0]",Value 1,Value 74,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3017,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[0.0, 1596.0, 18356.0]","[nan, 1596.0, 16760.0]","[1.0, 1.0, 1.0]","[36311.0, 37907.0, 54667.0]",Value 1,Value 74,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3017,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 4', 'Value 4', 'Value 5']","[0.0, 1596.0, 18356.0, 2678731.0]","[nan, 1596.0, 16760.0, 2660375.0]","[1.0, 1.0, 1.0, 4.0]","[36311.0, 37907.0, 54667.0, 36642.0]",Value 1,Value 74,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3018,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[36159.0],Value 1,Value 321,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3018,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 269331.0]","[nan, 269331.0]","[0.0, 3.0]","[36159.0, 46290.0]",Value 1,Value 321,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3018,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 13', 'Value 13']","[0.0, 269331.0, 1294255.0]","[nan, 269331.0, 1024924.0]","[0.0, 3.0, 1.0]","[36159.0, 46290.0, 34414.0]",Value 1,Value 321,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3018,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13', 'Value 13']","[0.0, 269331.0, 1294255.0, 1294981.0]","[nan, 269331.0, 1024924.0, 726.0]","[0.0, 3.0, 1.0, 1.0]","[36159.0, 46290.0, 34414.0, 35140.0]",Value 1,Value 321,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3018,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 269331.0, 1294255.0, 1294981.0, 3979078.0]","[nan, 269331.0, 1024924.0, 726.0, 2684097.0]","[0.0, 3.0, 1.0, 1.0, 4.0]","[36159.0, 46290.0, 34414.0, 35140.0, 40837.0]",Value 1,Value 321,Value 7,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3019,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[31019.0],Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3019,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[0.0, 531.0]","[nan, 531.0]","[0.0, 0.0]","[31019.0, 31550.0]",Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3019,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 6', 'Value 6']","[0.0, 531.0, 740.0]","[nan, 531.0, 209.0]","[0.0, 0.0, 0.0]","[31019.0, 31550.0, 31759.0]",Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3019,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 6', 'Value 6', 'Value 5']","[0.0, 531.0, 740.0, 2851409.0]","[nan, 531.0, 209.0, 2850669.0]","[0.0, 0.0, 0.0, 5.0]","[31019.0, 31550.0, 31759.0, 31228.0]",Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 302,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[4.0],[60827.0],Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 302,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 6']","[0.0, 1825.0]","[nan, 1825.0]","[4.0, 4.0]","[60827.0, 62652.0]",Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 302,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 6', 'Value 6']","[0.0, 1825.0, 230326.0]","[nan, 1825.0, 228501.0]","[4.0, 4.0, 0.0]","[60827.0, 62652.0, 31953.0]",Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 302,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 6', 'Value 6', 'Value 5']","[0.0, 1825.0, 230326.0, 3197202.0]","[nan, 1825.0, 228501.0, 2966876.0]","[4.0, 4.0, 0.0, 6.0]","[60827.0, 62652.0, 31953.0, 61229.0]",Value 1,Value 35,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 3021,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[1.0],[56637.0],Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3021,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 9']","[0.0, 689675.0]","[nan, 689675.0]","[1.0, 2.0]","[56637.0, 55112.0]",Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3021,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 9', 'Value 9']","[0.0, 689675.0, 1373681.0]","[nan, 689675.0, 684006.0]","[1.0, 2.0, 3.0]","[56637.0, 55112.0, 47918.0]",Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3021,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 14', 'Value 9', 'Value 9', 'Value 3']","[0.0, 689675.0, 1373681.0, 2669691.0]","[nan, 689675.0, 684006.0, 1296010.0]","[1.0, 2.0, 3.0, 4.0]","[56637.0, 55112.0, 47918.0, 47928.0]",Value 1,Value 9,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3022,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[1.0],[38545.0],Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3022,2,"['Take in charge ticket', 'Wait']","['Value 1', 'Value 13']","[0.0, 514879.0]","[nan, 514879.0]","[1.0, 0.0]","[38545.0, 35024.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3022,3,"['Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 514879.0, 1295180.0]","[nan, 514879.0, 780301.0]","[1.0, 0.0, 2.0]","[38545.0, 35024.0, 37725.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3022,4,"['Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 13', 'Value 13', 'Value 5']","[0.0, 514879.0, 1295180.0, 2767671.0]","[nan, 514879.0, 780301.0, 1472491.0]","[1.0, 0.0, 2.0, 5.0]","[38545.0, 35024.0, 37725.0, 41416.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3023,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[60258.0],Value 1,Value 43,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3023,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 10']","[0.0, 845066.0]","[nan, 845066.0]","[4.0, 0.0]","[60258.0, 41324.0]",Value 1,Value 43,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3023,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 10', 'Value 10']","[0.0, 845066.0, 846668.0]","[nan, 845066.0, 1602.0]","[4.0, 0.0, 0.0]","[60258.0, 41324.0, 42926.0]",Value 1,Value 43,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3023,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 10', 'Value 10', 'Value 5']","[0.0, 845066.0, 846668.0, 2848003.0]","[nan, 845066.0, 1602.0, 2001335.0]","[4.0, 0.0, 0.0, 2.0]","[60258.0, 41324.0, 42926.0, 57061.0]",Value 1,Value 43,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3024,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[27200.0],Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3024,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 100.0]","[nan, 100.0]","[0.0, 0.0]","[27200.0, 27300.0]",Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3024,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 5']","[0.0, 100.0, 3802062.0]","[nan, 100.0, 3801962.0]","[0.0, 0.0, 2.0]","[27200.0, 27300.0, 27662.0]",Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3025,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[44049.0],Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3025,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 168037.0]","[nan, 168037.0]","[2.0, 4.0]","[44049.0, 39286.0]",Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3025,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 168037.0, 785530.0]","[nan, 168037.0, 617493.0]","[2.0, 4.0, 4.0]","[44049.0, 39286.0, 51979.0]",Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3025,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 13', 'Value 13', 'Value 5']","[0.0, 168037.0, 785530.0, 3801991.0]","[nan, 168037.0, 617493.0, 3016461.0]","[2.0, 4.0, 4.0, 4.0]","[44049.0, 39286.0, 51979.0, 44440.0]",Value 1,Value 120,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3026,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[50956.0],Value 1,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3026,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 522745.0]","[nan, 522745.0]","[3.0, 2.0]","[50956.0, 55301.0]",Value 1,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3026,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 5']","[0.0, 522745.0, 2854865.0]","[nan, 522745.0, 2332120.0]","[3.0, 2.0, 1.0]","[50956.0, 55301.0, 54621.0]",Value 1,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3028,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[41061.0],Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3028,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 11']","[0.0, 6463.0]","[nan, 6463.0]","[3.0, 3.0]","[41061.0, 47524.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3028,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 1', 'Value 11', 'Value 11']","[0.0, 6463.0, 7702.0]","[nan, 6463.0, 1239.0]","[3.0, 3.0, 3.0]","[41061.0, 47524.0, 48763.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3028,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 11', 'Value 11', 'Value 11']","[0.0, 6463.0, 7702.0, 943589.0]","[nan, 6463.0, 1239.0, 935887.0]","[3.0, 3.0, 3.0, 0.0]","[41061.0, 47524.0, 48763.0, 34250.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3028,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 11', 'Value 11', 'Value 11', 'Value 11']","[0.0, 6463.0, 7702.0, 943589.0, 1293235.0]","[nan, 6463.0, 1239.0, 935887.0, 349646.0]","[3.0, 3.0, 3.0, 0.0, 4.0]","[41061.0, 47524.0, 48763.0, 34250.0, 38296.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3028,6,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 11', 'Value 11', 'Value 11', 'Value 11', 'Value 11']","[0.0, 6463.0, 7702.0, 943589.0, 1293235.0, 1293254.0]","[nan, 6463.0, 1239.0, 935887.0, 349646.0, 19.0]","[3.0, 3.0, 3.0, 0.0, 4.0, 4.0]","[41061.0, 47524.0, 48763.0, 34250.0, 38296.0, 38315.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3028,7,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 11', 'Value 11', 'Value 11', 'Value 11', 'Value 11', 'Value 5']","[0.0, 6463.0, 7702.0, 943589.0, 1293235.0, 1293254.0, 3200786.0]","[nan, 6463.0, 1239.0, 935887.0, 349646.0, 19.0, 1907532.0]","[3.0, 3.0, 3.0, 0.0, 4.0, 4.0, 5.0]","[41061.0, 47524.0, 48763.0, 34250.0, 38296.0, 38315.0, 45047.0]",Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3029,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[50044.0],Value 1,Value 227,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3029,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 89411.0]","[nan, 89411.0]","[3.0, 4.0]","[50044.0, 53055.0]",Value 1,Value 227,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3029,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 89411.0, 91969.0]","[nan, 89411.0, 2558.0]","[3.0, 4.0, 4.0]","[50044.0, 53055.0, 55613.0]",Value 1,Value 227,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3029,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 89411.0, 91969.0, 3805591.0]","[nan, 89411.0, 2558.0, 3713622.0]","[3.0, 4.0, 4.0, 5.0]","[50044.0, 53055.0, 55613.0, 54035.0]",Value 1,Value 227,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 303,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[30561.0],Value 1,Value 138,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 303,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 7.0]","[nan, 7.0]","[0.0, 0.0]","[30561.0, 30568.0]",Value 1,Value 138,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 303,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 7.0, 1671.0]","[nan, 7.0, 1664.0]","[0.0, 0.0, 0.0]","[30561.0, 30568.0, 32232.0]",Value 1,Value 138,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 303,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 7.0, 1671.0, 3283285.0]","[nan, 7.0, 1664.0, 3281614.0]","[0.0, 0.0, 0.0, 3.0]","[30561.0, 30568.0, 32232.0, 30646.0]",Value 1,Value 138,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3032,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[32438.0],Value 1,Value 201,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3032,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 16049.0]","[nan, 16049.0]","[2.0, 2.0]","[32438.0, 48487.0]",Value 1,Value 201,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
