case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:Amount
declaration 134611,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[63241.0],23.284727332385764
declaration 134611,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[4.0, 4.0]","[63241.0, 63244.0]",23.284727332385764
declaration 134611,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 317307.0]","[nan, 3.0, 317304.0]","[4.0, 4.0, 1.0]","[63241.0, 63244.0, 34948.0]",23.284727332385764
declaration 134611,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 317307.0, 317649.0]","[nan, 3.0, 317304.0, 342.0]","[4.0, 4.0, 1.0, 1.0]","[63241.0, 63244.0, 34948.0, 35290.0]",23.284727332385764
declaration 134611,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 317307.0, 317649.0, 518252.0]","[nan, 3.0, 317304.0, 342.0, 200603.0]","[4.0, 4.0, 1.0, 1.0, 3.0]","[63241.0, 63244.0, 34948.0, 35290.0, 63093.0]",23.284727332385764
declaration 134616,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[4.0],[63391.0],179.12515558063274
declaration 134616,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 580.0]","[nan, 580.0]","[4.0, 4.0]","[63391.0, 63971.0]",179.12515558063274
declaration 134616,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 580.0, 167990.0]","[nan, 580.0, 167410.0]","[4.0, 4.0, 6.0]","[63391.0, 63971.0, 58581.0]",179.12515558063274
declaration 134616,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 580.0, 167990.0, 733129.0]","[nan, 580.0, 167410.0, 565139.0]","[4.0, 4.0, 6.0, 6.0]","[63391.0, 63971.0, 58581.0, 18920.0]",179.12515558063274
declaration 134616,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 580.0, 167990.0, 733129.0, 927967.0]","[nan, 580.0, 167410.0, 565139.0, 194838.0]","[4.0, 4.0, 6.0, 6.0, 1.0]","[63391.0, 63971.0, 58581.0, 18920.0, 40958.0]",179.12515558063274
declaration 134616,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 580.0, 167990.0, 733129.0, 927967.0, 1122876.0]","[nan, 580.0, 167410.0, 565139.0, 194838.0, 194909.0]","[4.0, 4.0, 6.0, 6.0, 1.0, 3.0]","[63391.0, 63971.0, 58581.0, 18920.0, 40958.0, 63067.0]",179.12515558063274
declaration 134622,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[5.0],[59935.0],48.62945262174797
declaration 134622,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 150.0]","[nan, 150.0]","[5.0, 5.0]","[59935.0, 60085.0]",48.62945262174797
declaration 134622,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 150.0, 234119.0]","[nan, 150.0, 233969.0]","[5.0, 5.0, 1.0]","[59935.0, 60085.0, 34854.0]",48.62945262174797
declaration 134622,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 150.0, 234119.0, 412087.0]","[nan, 150.0, 233969.0, 177968.0]","[5.0, 5.0, 1.0, 3.0]","[59935.0, 60085.0, 34854.0, 40022.0]",48.62945262174797
declaration 134622,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 150.0, 234119.0, 412087.0, 750690.0]","[nan, 150.0, 233969.0, 177968.0, 338603.0]","[5.0, 5.0, 1.0, 3.0, 0.0]","[59935.0, 60085.0, 34854.0, 40022.0, 33025.0]",48.62945262174797
declaration 134622,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 150.0, 234119.0, 412087.0, 750690.0, 1039932.0]","[nan, 150.0, 233969.0, 177968.0, 338603.0, 289242.0]","[5.0, 5.0, 1.0, 3.0, 0.0, 3.0]","[59935.0, 60085.0, 34854.0, 40022.0, 33025.0, 63067.0]",48.62945262174797
declaration 134628,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[36371.0],56.13254494364448
declaration 134628,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[6.0, 6.0]","[36371.0, 36375.0]",56.13254494364448
declaration 134628,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 4.0, 171248.0]","[nan, 4.0, 171244.0]","[6.0, 6.0, 1.0]","[36371.0, 36375.0, 34819.0]",56.13254494364448
declaration 134628,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 171248.0, 351391.0]","[nan, 4.0, 171244.0, 180143.0]","[6.0, 6.0, 1.0, 3.0]","[36371.0, 36375.0, 34819.0, 42162.0]",56.13254494364448
declaration 134628,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 171248.0, 351391.0, 717915.0]","[nan, 4.0, 171244.0, 180143.0, 366524.0]","[6.0, 6.0, 1.0, 3.0, 0.0]","[36371.0, 36375.0, 34819.0, 42162.0, 63086.0]",56.13254494364448
declaration 134633,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[55867.0],125.531259041118
declaration 134633,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 118.0]","[nan, 118.0]","[6.0, 6.0]","[55867.0, 55985.0]",125.531259041118
declaration 134633,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 118.0, 2320.0]","[nan, 118.0, 2202.0]","[6.0, 6.0, 6.0]","[55867.0, 55985.0, 58187.0]",125.531259041118
declaration 134633,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 118.0, 2320.0, 7636.0]","[nan, 118.0, 2202.0, 5316.0]","[6.0, 6.0, 6.0, 6.0]","[55867.0, 55985.0, 58187.0, 63503.0]",125.531259041118
declaration 134633,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 118.0, 2320.0, 7636.0, 7642.0]","[nan, 118.0, 2202.0, 5316.0, 6.0]","[6.0, 6.0, 6.0, 6.0, 6.0]","[55867.0, 55985.0, 58187.0, 63503.0, 63509.0]",125.531259041118
declaration 134633,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 118.0, 2320.0, 7636.0, 7642.0, 68360.0]","[nan, 118.0, 2202.0, 5316.0, 6.0, 60718.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 0.0]","[55867.0, 55985.0, 58187.0, 63503.0, 63509.0, 37827.0]",125.531259041118
declaration 134633,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 118.0, 2320.0, 7636.0, 7642.0, 68360.0, 95214.0]","[nan, 118.0, 2202.0, 5316.0, 6.0, 60718.0, 26854.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 0.0]","[55867.0, 55985.0, 58187.0, 63503.0, 63509.0, 37827.0, 64681.0]",125.531259041118
declaration 134633,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 118.0, 2320.0, 7636.0, 7642.0, 68360.0, 95214.0, 340787.0]","[nan, 118.0, 2202.0, 5316.0, 6.0, 60718.0, 26854.0, 245573.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 0.0, 3.0]","[55867.0, 55985.0, 58187.0, 63503.0, 63509.0, 37827.0, 64681.0, 51054.0]",125.531259041118
declaration 134633,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 118.0, 2320.0, 7636.0, 7642.0, 68360.0, 95214.0, 340787.0, 698419.0]","[nan, 118.0, 2202.0, 5316.0, 6.0, 60718.0, 26854.0, 245573.0, 357632.0]","[6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 0.0, 3.0, 0.0]","[55867.0, 55985.0, 58187.0, 63503.0, 63509.0, 37827.0, 64681.0, 51054.0, 63086.0]",125.531259041118
declaration 134648,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[33128.0],29.041736337355317
declaration 134648,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 247.0]","[nan, 247.0]","[0.0, 0.0]","[33128.0, 33375.0]",29.041736337355317
declaration 134648,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 247.0, 4833.0]","[nan, 247.0, 4586.0]","[0.0, 0.0, 0.0]","[33128.0, 33375.0, 37961.0]",29.041736337355317
declaration 134648,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 247.0, 4833.0, 111024.0]","[nan, 247.0, 4586.0, 106191.0]","[0.0, 0.0, 0.0, 1.0]","[33128.0, 33375.0, 37961.0, 57752.0]",29.041736337355317
declaration 134648,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 247.0, 4833.0, 111024.0, 130376.0]","[nan, 247.0, 4586.0, 106191.0, 19352.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[33128.0, 33375.0, 37961.0, 57752.0, 77104.0]",29.041736337355317
declaration 134648,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 247.0, 4833.0, 111024.0, 130376.0, 289165.0]","[nan, 247.0, 4586.0, 106191.0, 19352.0, 158789.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[33128.0, 33375.0, 37961.0, 57752.0, 77104.0, 63093.0]",29.041736337355317
declaration 134666,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[44137.0],45.25481735268721
declaration 134666,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 186.0]","[nan, 186.0]","[0.0, 0.0]","[44137.0, 44323.0]",45.25481735268721
declaration 134666,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 186.0, 69507.0]","[nan, 186.0, 69321.0]","[0.0, 0.0, 1.0]","[44137.0, 44323.0, 27244.0]",45.25481735268721
declaration 134666,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 186.0, 69507.0, 256622.0]","[nan, 186.0, 69321.0, 187115.0]","[0.0, 0.0, 1.0, 3.0]","[44137.0, 44323.0, 27244.0, 41559.0]",45.25481735268721
declaration 134666,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 186.0, 69507.0, 256622.0, 623749.0]","[nan, 186.0, 69321.0, 187115.0, 367127.0]","[0.0, 0.0, 1.0, 3.0, 0.0]","[44137.0, 44323.0, 27244.0, 41559.0, 63086.0]",45.25481735268721
declaration 134679,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[1.0],[31229.0],56.11690564674964
declaration 134679,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[1.0, 1.0]","[31229.0, 31232.0]",56.11690564674964
declaration 134679,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 3.0, 5823.0]","[nan, 3.0, 5820.0]","[1.0, 1.0, 1.0]","[31229.0, 31232.0, 37052.0]",56.11690564674964
declaration 134679,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 3.0, 5823.0, 12360.0]","[nan, 3.0, 5820.0, 6537.0]","[1.0, 1.0, 1.0, 1.0]","[31229.0, 31232.0, 37052.0, 43589.0]",56.11690564674964
declaration 134679,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0, 5823.0, 12360.0, 12363.0]","[nan, 3.0, 5820.0, 6537.0, 3.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[31229.0, 31232.0, 37052.0, 43589.0, 43592.0]",56.11690564674964
declaration 134679,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 3.0, 5823.0, 12360.0, 12363.0, 17307.0]","[nan, 3.0, 5820.0, 6537.0, 3.0, 4944.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[31229.0, 31232.0, 37052.0, 43589.0, 43592.0, 48536.0]",56.11690564674964
declaration 134679,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 3.0, 5823.0, 12360.0, 12363.0, 17307.0, 96658.0]","[nan, 3.0, 5820.0, 6537.0, 3.0, 4944.0, 79351.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[31229.0, 31232.0, 37052.0, 43589.0, 43592.0, 48536.0, 41487.0]",56.11690564674964
declaration 134679,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 5823.0, 12360.0, 12363.0, 17307.0, 96658.0, 96659.0]","[nan, 3.0, 5820.0, 6537.0, 3.0, 4944.0, 79351.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[31229.0, 31232.0, 37052.0, 43589.0, 43592.0, 48536.0, 41487.0, 41488.0]",56.11690564674964
