case:concept:name,prefix_length,concept:name,org:resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day
c5034,1,['RECEPTION'],['44'],[0.0],[nan],[2.0],[33833.0]
c5034,2,"['RECEPTION', 'DISASSEMBLY']","['44', '48']","[0.0, 18606.435546875]","[nan, 18606.435546875]","[2.0, 2.0]","[33833.0, 52440.0]"
c5034,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['44', '48', '12']","[0.0, 18606.435546875, 24224.240234375]","[nan, 18606.435546875, 5617.80419921875]","[2.0, 2.0, 2.0]","[33833.0, 52440.0, 58058.0]"
c5034,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['44', '48', '12', '33']","[0.0, 18606.435546875, 24224.240234375, 40014.0625]","[nan, 18606.435546875, 5617.80419921875, 15789.8232421875]","[2.0, 2.0, 2.0, 2.0]","[33833.0, 52440.0, 58058.0, 73847.0]"
c5034,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['44', '48', '12', '33', '49']","[0.0, 18606.435546875, 24224.240234375, 40014.0625, 82237.2109375]","[nan, 18606.435546875, 5617.80419921875, 15789.8232421875, 42223.1484375]","[2.0, 2.0, 2.0, 2.0, 3.0]","[33833.0, 52440.0, 58058.0, 73847.0, 29671.0]"
c5034,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['44', '48', '12', '33', '49', '45']","[0.0, 18606.435546875, 24224.240234375, 40014.0625, 82237.2109375, 85660.5546875]","[nan, 18606.435546875, 5617.80419921875, 15789.8232421875, 42223.1484375, 3423.3447265625]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0]","[33833.0, 52440.0, 58058.0, 73847.0, 29671.0, 33094.0]"
c5034,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['44', '48', '12', '33', '49', '45', '13']","[0.0, 18606.435546875, 24224.240234375, 40014.0625, 82237.2109375, 85660.5546875, 104001.6328125]","[nan, 18606.435546875, 5617.80419921875, 15789.8232421875, 42223.1484375, 3423.3447265625, 18341.0703125]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[33833.0, 52440.0, 58058.0, 73847.0, 29671.0, 33094.0, 51435.0]"
c5035,1,['RECEPTION'],['35'],[0.0],[nan],[2.0],[45510.0]
c5035,2,"['RECEPTION', 'DISASSEMBLY']","['35', '40']","[0.0, 25134.748046875]","[nan, 25134.748046875]","[2.0, 2.0]","[45510.0, 70645.0]"
c5035,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['35', '40', '1']","[0.0, 25134.748046875, 31255.65234375]","[nan, 25134.748046875, 6120.90380859375]","[2.0, 2.0, 2.0]","[45510.0, 70645.0, 76766.0]"
c5035,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['35', '40', '1', '35']","[0.0, 25134.748046875, 31255.65234375, 73507.6328125]","[nan, 25134.748046875, 6120.90380859375, 42251.9765625]","[2.0, 2.0, 2.0, 3.0]","[45510.0, 70645.0, 76766.0, 32618.0]"
c5035,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['35', '40', '1', '35', '11']","[0.0, 25134.748046875, 31255.65234375, 73507.6328125, 80431.59375]","[nan, 25134.748046875, 6120.90380859375, 42251.9765625, 6923.96337890625]","[2.0, 2.0, 2.0, 3.0, 3.0]","[45510.0, 70645.0, 76766.0, 32618.0, 39542.0]"
c5035,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['35', '40', '1', '35', '11', '2']","[0.0, 25134.748046875, 31255.65234375, 73507.6328125, 80431.59375, 89778.078125]","[nan, 25134.748046875, 6120.90380859375, 42251.9765625, 6923.96337890625, 9346.4853515625]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[45510.0, 70645.0, 76766.0, 32618.0, 39542.0, 48889.0]"
c5035,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['35', '40', '1', '35', '11', '2', '42']","[0.0, 25134.748046875, 31255.65234375, 73507.6328125, 80431.59375, 89778.078125, 116548.8984375]","[nan, 25134.748046875, 6120.90380859375, 42251.9765625, 6923.96337890625, 9346.4853515625, 26770.8203125]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[45510.0, 70645.0, 76766.0, 32618.0, 39542.0, 48889.0, 75659.0]"
c5039,1,['RECEPTION'],['26'],[0.0],[nan],[2.0],[51191.0]
c5039,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['26', '18']","[0.0, 19744.703125]","[nan, 19744.703125]","[2.0, 2.0]","[51191.0, 70936.0]"
c5039,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['26', '18', '45']","[0.0, 19744.703125, 21164.63671875]","[nan, 19744.703125, 1419.93359375]","[2.0, 2.0, 2.0]","[51191.0, 70936.0, 72356.0]"
c5039,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['26', '18', '45', '4']","[0.0, 19744.703125, 21164.63671875, 70971.265625]","[nan, 19744.703125, 1419.93359375, 49806.625]","[2.0, 2.0, 2.0, 3.0]","[51191.0, 70936.0, 72356.0, 35763.0]"
c5039,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['26', '18', '45', '4', '34']","[0.0, 19744.703125, 21164.63671875, 70971.265625, 78856.2890625]","[nan, 19744.703125, 1419.93359375, 49806.625, 7885.0244140625]","[2.0, 2.0, 2.0, 3.0, 3.0]","[51191.0, 70936.0, 72356.0, 35763.0, 43648.0]"
c5039,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['26', '18', '45', '4', '34', '16']","[0.0, 19744.703125, 21164.63671875, 70971.265625, 78856.2890625, 87026.4921875]","[nan, 19744.703125, 1419.93359375, 49806.625, 7885.0244140625, 8170.203125]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0]","[51191.0, 70936.0, 72356.0, 35763.0, 43648.0, 51818.0]"
c5039,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['26', '18', '45', '4', '34', '16', '19']","[0.0, 19744.703125, 21164.63671875, 70971.265625, 78856.2890625, 87026.4921875, 100036.8359375]","[nan, 19744.703125, 1419.93359375, 49806.625, 7885.0244140625, 8170.203125, 13010.3427734375]","[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]","[51191.0, 70936.0, 72356.0, 35763.0, 43648.0, 51818.0, 64828.0]"
c5041,1,['RECEPTION'],['37'],[0.0],[nan],[2.0],[72890.0]
c5041,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['37', '42']","[0.0, 54171.69921875]","[nan, 54171.69921875]","[2.0, 3.0]","[72890.0, 40661.0]"
c5041,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['37', '42', '19']","[0.0, 54171.69921875, 58448.93359375]","[nan, 54171.69921875, 4277.23828125]","[2.0, 3.0, 3.0]","[72890.0, 40661.0, 44939.0]"
c5041,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['37', '42', '19', '12']","[0.0, 54171.69921875, 58448.93359375, 64276.09765625]","[nan, 54171.69921875, 4277.23828125, 5827.16162109375]","[2.0, 3.0, 3.0, 3.0]","[72890.0, 40661.0, 44939.0, 50766.0]"
c5041,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['37', '42', '19', '12', '30']","[0.0, 54171.69921875, 58448.93359375, 64276.09765625, 70344.234375]","[nan, 54171.69921875, 4277.23828125, 5827.16162109375, 6068.13818359375]","[2.0, 3.0, 3.0, 3.0, 3.0]","[72890.0, 40661.0, 44939.0, 50766.0, 56834.0]"
c5041,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['37', '42', '19', '12', '30', '39']","[0.0, 54171.69921875, 58448.93359375, 64276.09765625, 70344.234375, 98614.5078125]","[nan, 54171.69921875, 4277.23828125, 5827.16162109375, 6068.13818359375, 28270.26953125]","[2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[72890.0, 40661.0, 44939.0, 50766.0, 56834.0, 85104.0]"
c5041,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['37', '42', '19', '12', '30', '39', '37']","[0.0, 54171.69921875, 58448.93359375, 64276.09765625, 70344.234375, 98614.5078125, 125320.3984375]","[nan, 54171.69921875, 4277.23828125, 5827.16162109375, 6068.13818359375, 28270.26953125, 26705.89453125]","[2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]","[72890.0, 40661.0, 44939.0, 50766.0, 56834.0, 85104.0, 25410.0]"
c5041,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['37', '42', '19', '12', '30', '39', '37', '13']","[0.0, 54171.69921875, 58448.93359375, 64276.09765625, 70344.234375, 98614.5078125, 125320.3984375, 127127.0390625]","[nan, 54171.69921875, 4277.23828125, 5827.16162109375, 6068.13818359375, 28270.26953125, 26705.89453125, 1806.642578125]","[2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[72890.0, 40661.0, 44939.0, 50766.0, 56834.0, 85104.0, 25410.0, 27217.0]"
c5041,9,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['37', '42', '19', '12', '30', '39', '37', '13', '34']","[0.0, 54171.69921875, 58448.93359375, 64276.09765625, 70344.234375, 98614.5078125, 125320.3984375, 127127.0390625, 148355.71875]","[nan, 54171.69921875, 4277.23828125, 5827.16162109375, 6068.13818359375, 28270.26953125, 26705.89453125, 1806.642578125, 21228.68359375]","[2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[72890.0, 40661.0, 44939.0, 50766.0, 56834.0, 85104.0, 25410.0, 27217.0, 48445.0]"
c5043,1,['RECEPTION'],['12'],[0.0],[nan],[3.0],[35216.0]
c5043,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['12', '35']","[0.0, 11736.52734375]","[nan, 11736.52734375]","[3.0, 3.0]","[35216.0, 46953.0]"
c5043,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['12', '35', '23']","[0.0, 11736.52734375, 20301.224609375]","[nan, 11736.52734375, 8564.6962890625]","[3.0, 3.0, 3.0]","[35216.0, 46953.0, 55517.0]"
c5043,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['12', '35', '23', '35']","[0.0, 11736.52734375, 20301.224609375, 33258.421875]","[nan, 11736.52734375, 8564.6962890625, 12957.197265625]","[3.0, 3.0, 3.0, 3.0]","[35216.0, 46953.0, 55517.0, 68475.0]"
c5043,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['12', '35', '23', '35', '1']","[0.0, 11736.52734375, 20301.224609375, 33258.421875, 80063.359375]","[nan, 11736.52734375, 8564.6962890625, 12957.197265625, 46804.93359375]","[3.0, 3.0, 3.0, 3.0, 4.0]","[35216.0, 46953.0, 55517.0, 68475.0, 28879.0]"
c5043,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['12', '35', '23', '35', '1', '45']","[0.0, 11736.52734375, 20301.224609375, 33258.421875, 80063.359375, 85021.84375]","[nan, 11736.52734375, 8564.6962890625, 12957.197265625, 46804.93359375, 4958.49072265625]","[3.0, 3.0, 3.0, 3.0, 4.0, 4.0]","[35216.0, 46953.0, 55517.0, 68475.0, 28879.0, 33838.0]"
c5043,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['12', '35', '23', '35', '1', '45', '23']","[0.0, 11736.52734375, 20301.224609375, 33258.421875, 80063.359375, 85021.84375, 91358.03125]","[nan, 11736.52734375, 8564.6962890625, 12957.197265625, 46804.93359375, 4958.49072265625, 6336.18212890625]","[3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0]","[35216.0, 46953.0, 55517.0, 68475.0, 28879.0, 33838.0, 40174.0]"
c5045,1,['RECEPTION'],['37'],[0.0],[nan],[3.0],[84920.0]
c5045,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['37', '10']","[0.0, 38886.8984375]","[nan, 38886.8984375]","[3.0, 4.0]","[84920.0, 37407.0]"
c5045,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['37', '10', '28']","[0.0, 38886.8984375, 45546.44921875]","[nan, 38886.8984375, 6659.5517578125]","[3.0, 4.0, 4.0]","[84920.0, 37407.0, 44066.0]"
c5045,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['37', '10', '28', '11']","[0.0, 38886.8984375, 45546.44921875, 58651.890625]","[nan, 38886.8984375, 6659.5517578125, 13105.439453125]","[3.0, 4.0, 4.0, 4.0]","[84920.0, 37407.0, 44066.0, 57172.0]"
c5045,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['37', '10', '28', '11', '43']","[0.0, 38886.8984375, 45546.44921875, 58651.890625, 65463.80859375]","[nan, 38886.8984375, 6659.5517578125, 13105.439453125, 6811.92138671875]","[3.0, 4.0, 4.0, 4.0, 4.0]","[84920.0, 37407.0, 44066.0, 57172.0, 63984.0]"
c5045,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['37', '10', '28', '11', '43', '19']","[0.0, 38886.8984375, 45546.44921875, 58651.890625, 65463.80859375, 312352.6875]","[nan, 38886.8984375, 6659.5517578125, 13105.439453125, 6811.92138671875, 246888.875]","[3.0, 4.0, 4.0, 4.0, 4.0, 0.0]","[84920.0, 37407.0, 44066.0, 57172.0, 63984.0, 51673.0]"
c5045,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE']","['37', '10', '28', '11', '43', '19', '19']","[0.0, 38886.8984375, 45546.44921875, 58651.890625, 65463.80859375, 312352.6875, 346395.0625]","[nan, 38886.8984375, 6659.5517578125, 13105.439453125, 6811.92138671875, 246888.875, 34042.37890625]","[3.0, 4.0, 4.0, 4.0, 4.0, 0.0, 0.0]","[84920.0, 37407.0, 44066.0, 57172.0, 63984.0, 51673.0, 85715.0]"
c5045,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE', 'SHIPPING']","['37', '10', '28', '11', '43', '19', '19', '19']","[0.0, 38886.8984375, 45546.44921875, 58651.890625, 65463.80859375, 312352.6875, 346395.0625, 389448.125]","[nan, 38886.8984375, 6659.5517578125, 13105.439453125, 6811.92138671875, 246888.875, 34042.37890625, 43053.0625]","[3.0, 4.0, 4.0, 4.0, 4.0, 0.0, 0.0, 1.0]","[84920.0, 37407.0, 44066.0, 57172.0, 63984.0, 51673.0, 85715.0, 42368.0]"
c5047,1,['RECEPTION'],['3'],[0.0],[nan],[4.0],[38077.0]
c5047,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['3', '21']","[0.0, 8921.271484375]","[nan, 8921.271484375]","[4.0, 4.0]","[38077.0, 46998.0]"
c5047,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['3', '21', '10']","[0.0, 8921.271484375, 19778.24609375]","[nan, 8921.271484375, 10856.974609375]","[4.0, 4.0, 4.0]","[38077.0, 46998.0, 57855.0]"
c5047,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['3', '21', '10', '2']","[0.0, 8921.271484375, 19778.24609375, 253621.375]","[nan, 8921.271484375, 10856.974609375, 233843.125]","[4.0, 4.0, 4.0, 0.0]","[38077.0, 46998.0, 57855.0, 32499.0]"
c5047,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['3', '21', '10', '2', '2']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375]","[4.0, 4.0, 4.0, 0.0, 0.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0]"
c5047,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['3', '21', '10', '2', '2', '42']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0]"
c5047,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['3', '21', '10', '2', '2', '42', '38']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0]"
c5047,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['3', '21', '10', '2', '2', '42', '38', '13']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0]"
c5047,9,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['3', '21', '10', '2', '2', '42', '38', '13', '3']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0]"
c5047,10,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['3', '21', '10', '2', '2', '42', '38', '13', '3', '47']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875, 400948.125]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375, 30791.93359375]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0, 7025.0]"
c5047,11,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['3', '21', '10', '2', '2', '42', '38', '13', '3', '47', '5']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875, 400948.125, 420996.59375]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375, 30791.93359375, 20048.474609375]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0, 7025.0, 27074.0]"
c5047,12,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['3', '21', '10', '2', '2', '42', '38', '13', '3', '47', '5', '46']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875, 400948.125, 420996.59375, 454792.5625]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375, 30791.93359375, 20048.474609375, 33795.98046875]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0, 7025.0, 27074.0, 60870.0]"
c5047,13,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['3', '21', '10', '2', '2', '42', '38', '13', '3', '47', '5', '46', '46']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875, 400948.125, 420996.59375, 454792.5625, 456502.25]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375, 30791.93359375, 20048.474609375, 33795.98046875, 1709.6689453125]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0, 7025.0, 27074.0, 60870.0, 62579.0]"
c5047,14,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['3', '21', '10', '2', '2', '42', '38', '13', '3', '47', '5', '46', '46', '2']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875, 400948.125, 420996.59375, 454792.5625, 456502.25, 462343.65625]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375, 30791.93359375, 20048.474609375, 33795.98046875, 1709.6689453125, 5841.42138671875]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0, 7025.0, 27074.0, 60870.0, 62579.0, 68421.0]"
c5047,15,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['3', '21', '10', '2', '2', '42', '38', '13', '3', '47', '5', '46', '46', '2', '0']","[0.0, 8921.271484375, 19778.24609375, 253621.375, 261092.609375, 290631.3125, 333285.46875, 367400.1875, 370156.1875, 400948.125, 420996.59375, 454792.5625, 456502.25, 462343.65625, 513544.5]","[nan, 8921.271484375, 10856.974609375, 233843.125, 7471.2333984375, 29538.69140625, 42654.17578125, 34114.71875, 2755.989990234375, 30791.93359375, 20048.474609375, 33795.98046875, 1709.6689453125, 5841.42138671875, 51200.83203125]","[4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]","[38077.0, 46998.0, 57855.0, 32499.0, 39970.0, 69508.0, 25763.0, 59877.0, 62633.0, 7025.0, 27074.0, 60870.0, 62579.0, 68421.0, 33222.0]"
c5057,1,['RECEPTION'],['46'],[0.0],[nan],[0.0],[32454.0]
c5057,2,"['RECEPTION', 'DISASSEMBLY']","['46', '34']","[0.0, 21433.30078125]","[nan, 21433.30078125]","[0.0, 0.0]","[32454.0, 53888.0]"
c5057,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['46', '34', '31']","[0.0, 21433.30078125, 31789.353515625]","[nan, 21433.30078125, 10356.052734375]","[0.0, 0.0, 0.0]","[32454.0, 53888.0, 64244.0]"
c5057,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['46', '34', '31', '35']","[0.0, 21433.30078125, 31789.353515625, 40994.28125]","[nan, 21433.30078125, 10356.052734375, 9204.927734375]","[0.0, 0.0, 0.0, 0.0]","[32454.0, 53888.0, 64244.0, 73449.0]"
c5057,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['46', '34', '31', '35', '42']","[0.0, 21433.30078125, 31789.353515625, 40994.28125, 85486.90625]","[nan, 21433.30078125, 10356.052734375, 9204.927734375, 44492.62890625]","[0.0, 0.0, 0.0, 0.0, 1.0]","[32454.0, 53888.0, 64244.0, 73449.0, 31541.0]"
