case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:BudgetNumber,case:DeclarationNumber,case:Amount
declaration 119982,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 3.0, 426176.0]","[nan, 3.0, 426173.0]","[2.0, 2.0, 0.0]","[57891.0, 57894.0, 52067.0]",budget 86566,declaration number 119983,38.82767357903011
declaration 119982,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 3.0, 426176.0, 494934.0]","[nan, 3.0, 426173.0, 68758.0]","[2.0, 2.0, 0.0, 1.0]","[57891.0, 57894.0, 52067.0, 34425.0]",budget 86566,declaration number 119983,38.82767357903011
declaration 119982,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 426176.0, 494934.0, 664771.0]","[nan, 3.0, 426173.0, 68758.0, 169837.0]","[2.0, 2.0, 0.0, 1.0, 3.0]","[57891.0, 57894.0, 52067.0, 34425.0, 31462.0]",budget 86566,declaration number 119983,38.82767357903011
declaration 119982,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 426176.0, 494934.0, 664771.0, 1041994.0]","[nan, 3.0, 426173.0, 68758.0, 169837.0, 377223.0]","[2.0, 2.0, 0.0, 1.0, 3.0, 0.0]","[57891.0, 57894.0, 52067.0, 34425.0, 31462.0, 63085.0]",budget 86566,declaration number 119983,38.82767357903011
declaration 117430,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[60191.0],budget 86566,declaration number 117431,157.36377894520686
declaration 117430,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 2612.0]","[nan, 2612.0]","[2.0, 2.0]","[60191.0, 62803.0]",budget 86566,declaration number 117431,157.36377894520686
declaration 117430,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 2612.0, 411247.0]","[nan, 2612.0, 408635.0]","[2.0, 2.0, 0.0]","[60191.0, 62803.0, 39438.0]",budget 86566,declaration number 117431,157.36377894520686
declaration 117430,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 2612.0, 411247.0, 419392.0]","[nan, 2612.0, 408635.0, 8145.0]","[2.0, 2.0, 0.0, 0.0]","[60191.0, 62803.0, 39438.0, 47583.0]",budget 86566,declaration number 117431,157.36377894520686
declaration 117430,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 2612.0, 411247.0, 419392.0, 491293.0]","[nan, 2612.0, 408635.0, 8145.0, 71901.0]","[2.0, 2.0, 0.0, 0.0, 1.0]","[60191.0, 62803.0, 39438.0, 47583.0, 33084.0]",budget 86566,declaration number 117431,157.36377894520686
declaration 117430,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 2612.0, 411247.0, 419392.0, 491293.0, 694102.0]","[nan, 2612.0, 408635.0, 8145.0, 71901.0, 202809.0]","[2.0, 2.0, 0.0, 0.0, 1.0, 3.0]","[60191.0, 62803.0, 39438.0, 47583.0, 33084.0, 63093.0]",budget 86566,declaration number 117431,157.36377894520686
declaration 117441,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[61499.0],budget 86566,declaration number 117442,204.1736599562492
declaration 117441,2,"['Declaration SUBMITTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 522.0]","[nan, 522.0]","[2.0, 2.0]","[61499.0, 62021.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,3,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 522.0, 79709.0]","[nan, 522.0, 79187.0]","[2.0, 2.0, 3.0]","[61499.0, 62021.0, 54808.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,4,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 522.0, 79709.0, 2318246.0]","[nan, 522.0, 79187.0, 2238537.0]","[2.0, 2.0, 3.0, 1.0]","[61499.0, 62021.0, 54808.0, 46945.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,5,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 522.0, 79709.0, 2318246.0, 2318249.0]","[nan, 522.0, 79187.0, 2238537.0, 3.0]","[2.0, 2.0, 3.0, 1.0, 1.0]","[61499.0, 62021.0, 54808.0, 46945.0, 46948.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,6,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 522.0, 79709.0, 2318246.0, 2318249.0, 2318360.0]","[nan, 522.0, 79187.0, 2238537.0, 3.0, 111.0]","[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","[61499.0, 62021.0, 54808.0, 46945.0, 46948.0, 47059.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,7,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 522.0, 79709.0, 2318246.0, 2318249.0, 2318360.0, 2981455.0]","[nan, 522.0, 79187.0, 2238537.0, 3.0, 111.0, 663095.0]","[2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0]","[61499.0, 62021.0, 54808.0, 46945.0, 46948.0, 47059.0, 18954.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,8,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 522.0, 79709.0, 2318246.0, 2318249.0, 2318360.0, 2981455.0, 3372712.0]","[nan, 522.0, 79187.0, 2238537.0, 3.0, 111.0, 663095.0, 391257.0]","[2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0, 6.0]","[61499.0, 62021.0, 54808.0, 46945.0, 46948.0, 47059.0, 18954.0, 64611.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 117441,9,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 522.0, 79709.0, 2318246.0, 2318249.0, 2318360.0, 2981455.0, 3372712.0, 3716800.0]","[nan, 522.0, 79187.0, 2238537.0, 3.0, 111.0, 663095.0, 391257.0, 344088.0]","[2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0, 6.0, 3.0]","[61499.0, 62021.0, 54808.0, 46945.0, 46948.0, 47059.0, 18954.0, 64611.0, 63099.0]",budget 86566,declaration number 117442,204.1736599562492
declaration 126478,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[63888.0],budget 86566,declaration number 126479,58.21695022969738
declaration 126478,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 171.0]","[nan, 171.0]","[2.0, 2.0]","[63888.0, 64059.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 171.0, 409154.0]","[nan, 171.0, 408983.0]","[2.0, 2.0, 0.0]","[63888.0, 64059.0, 41042.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE']","[0.0, 171.0, 409154.0, 504839.0]","[nan, 171.0, 408983.0, 95685.0]","[2.0, 2.0, 0.0, 1.0]","[63888.0, 64059.0, 41042.0, 50327.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 171.0, 409154.0, 504839.0, 1354909.0]","[nan, 171.0, 408983.0, 95685.0, 850070.0]","[2.0, 2.0, 0.0, 1.0, 4.0]","[63888.0, 64059.0, 41042.0, 50327.0, 36397.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 171.0, 409154.0, 504839.0, 1354909.0, 1354913.0]","[nan, 171.0, 408983.0, 95685.0, 850070.0, 4.0]","[2.0, 2.0, 0.0, 1.0, 4.0, 4.0]","[63888.0, 64059.0, 41042.0, 50327.0, 36397.0, 36401.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,7,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 171.0, 409154.0, 504839.0, 1354909.0, 1354913.0, 1701015.0]","[nan, 171.0, 408983.0, 95685.0, 850070.0, 4.0, 346102.0]","[2.0, 2.0, 0.0, 1.0, 4.0, 4.0, 1.0]","[63888.0, 64059.0, 41042.0, 50327.0, 36397.0, 36401.0, 36903.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,8,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 171.0, 409154.0, 504839.0, 1354909.0, 1354913.0, 1701015.0, 2287862.0]","[nan, 171.0, 408983.0, 95685.0, 850070.0, 4.0, 346102.0, 586847.0]","[2.0, 2.0, 0.0, 1.0, 4.0, 4.0, 1.0, 1.0]","[63888.0, 64059.0, 41042.0, 50327.0, 36397.0, 36401.0, 36903.0, 18950.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,9,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 171.0, 409154.0, 504839.0, 1354909.0, 1354913.0, 1701015.0, 2287862.0, 2488665.0]","[nan, 171.0, 408983.0, 95685.0, 850070.0, 4.0, 346102.0, 586847.0, 200803.0]","[2.0, 2.0, 0.0, 1.0, 4.0, 4.0, 1.0, 1.0, 3.0]","[63888.0, 64059.0, 41042.0, 50327.0, 36397.0, 36401.0, 36903.0, 18950.0, 46953.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 126478,10,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 171.0, 409154.0, 504839.0, 1354909.0, 1354913.0, 1701015.0, 2287862.0, 2488665.0, 2936767.0]","[nan, 171.0, 408983.0, 95685.0, 850070.0, 4.0, 346102.0, 586847.0, 200803.0, 448102.0]","[2.0, 2.0, 0.0, 1.0, 4.0, 4.0, 1.0, 1.0, 3.0, 1.0]","[63888.0, 64059.0, 41042.0, 50327.0, 36397.0, 36401.0, 36903.0, 18950.0, 46953.0, 63055.0]",budget 86566,declaration number 126479,58.21695022969738
declaration 117550,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[2.0],[78069.0],budget 86566,declaration number 117551,55.42495580753164
declaration 117550,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 184.0]","[nan, 184.0]","[2.0, 2.0]","[78069.0, 78253.0]",budget 86566,declaration number 117551,55.42495580753164
declaration 117550,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 184.0, 1102438.0]","[nan, 184.0, 1102254.0]","[2.0, 2.0, 1.0]","[78069.0, 78253.0, 57307.0]",budget 86566,declaration number 117551,55.42495580753164
declaration 117550,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 184.0, 1102438.0, 1174494.0]","[nan, 184.0, 1102254.0, 72056.0]","[2.0, 2.0, 1.0, 2.0]","[78069.0, 78253.0, 57307.0, 42963.0]",budget 86566,declaration number 117551,55.42495580753164
declaration 117550,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 184.0, 1102438.0, 1174494.0, 1281009.0]","[nan, 184.0, 1102254.0, 72056.0, 106515.0]","[2.0, 2.0, 1.0, 2.0, 3.0]","[78069.0, 78253.0, 57307.0, 42963.0, 63078.0]",budget 86566,declaration number 117551,55.42495580753164
declaration 119993,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[30305.0],budget 86566,declaration number 119994,96.92118352838092
declaration 119993,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[3.0, 3.0]","[30305.0, 30308.0]",budget 86566,declaration number 119994,96.92118352838092
declaration 119993,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 24928.0]","[nan, 3.0, 24925.0]","[3.0, 3.0, 3.0]","[30305.0, 30308.0, 55233.0]",budget 86566,declaration number 119994,96.92118352838092
declaration 119993,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 24928.0, 352530.0]","[nan, 3.0, 24925.0, 327602.0]","[3.0, 3.0, 3.0, 0.0]","[30305.0, 30308.0, 55233.0, 37235.0]",budget 86566,declaration number 119994,96.92118352838092
declaration 119993,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 24928.0, 352530.0, 637588.0]","[nan, 3.0, 24925.0, 327602.0, 285058.0]","[3.0, 3.0, 3.0, 0.0, 3.0]","[30305.0, 30308.0, 55233.0, 37235.0, 63093.0]",budget 86566,declaration number 119994,96.92118352838092
declaration 126626,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[31814.0],budget 86566,declaration number 126627,23.668005611353795
declaration 126626,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 4.0]","[nan, 4.0]","[3.0, 3.0]","[31814.0, 31818.0]",budget 86566,declaration number 126627,23.668005611353795
declaration 126626,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 4.0, 353030.0]","[nan, 4.0, 353026.0]","[3.0, 3.0, 0.0]","[31814.0, 31818.0, 39244.0]",budget 86566,declaration number 126627,23.668005611353795
declaration 126626,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 4.0, 353030.0, 606308.0]","[nan, 4.0, 353026.0, 253278.0]","[3.0, 3.0, 0.0, 3.0]","[31814.0, 31818.0, 39244.0, 33322.0]",budget 86566,declaration number 126627,23.668005611353795
declaration 126626,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 4.0, 353030.0, 606308.0, 981671.0]","[nan, 4.0, 353026.0, 253278.0, 375363.0]","[3.0, 3.0, 0.0, 3.0, 0.0]","[31814.0, 31818.0, 39244.0, 33322.0, 63085.0]",budget 86566,declaration number 126627,23.668005611353795
declaration 126631,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[32673.0],budget 86566,declaration number 126632,191.7961398324598
declaration 126631,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 201.0]","[nan, 201.0]","[3.0, 3.0]","[32673.0, 32874.0]",budget 86566,declaration number 126632,191.7961398324598
declaration 126631,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 201.0, 351446.0]","[nan, 201.0, 351245.0]","[3.0, 3.0, 0.0]","[32673.0, 32874.0, 38519.0]",budget 86566,declaration number 126632,191.7961398324598
declaration 126631,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 201.0, 351446.0, 426429.0]","[nan, 201.0, 351245.0, 74983.0]","[3.0, 3.0, 0.0, 1.0]","[32673.0, 32874.0, 38519.0, 27102.0]",budget 86566,declaration number 126632,191.7961398324598
declaration 126631,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 201.0, 351446.0, 426429.0, 723333.0]","[nan, 201.0, 351245.0, 74983.0, 296904.0]","[3.0, 3.0, 0.0, 1.0, 4.0]","[32673.0, 32874.0, 38519.0, 27102.0, 64806.0]",budget 86566,declaration number 126632,191.7961398324598
declaration 126631,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 201.0, 351446.0, 426429.0, 723333.0, 1240005.0]","[nan, 201.0, 351245.0, 74983.0, 296904.0, 516672.0]","[3.0, 3.0, 0.0, 1.0, 4.0, 3.0]","[32673.0, 32874.0, 38519.0, 27102.0, 64806.0, 63078.0]",budget 86566,declaration number 126632,191.7961398324598
declaration 119998,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[33845.0],budget 86566,declaration number 119999,27.593169907909125
declaration 119998,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 79.0]","[nan, 79.0]","[3.0, 3.0]","[33845.0, 33924.0]",budget 86566,declaration number 119999,27.593169907909125
