CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,VariantIndex,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 2725,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 8863.0, 77003.0, 160123.0, 160133.0, 3366598.0]","[nan, 8863.0, 68140.0, 83120.0, 10.0, 3206465.0]","[0.0, 0.0, 1.0, 2.0, 2.0, 4.0]","[51032.0, 59895.0, 41635.0, 38355.0, 38365.0, 48030.0]",3,Value 1,Value 73,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2728,1,['Assign seriousness'],['Value 7'],[0.0],[nan],[2.0],[34094.0],1,Value 1,Value 227,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2728,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 7']","[0.0, 55.0]","[nan, 55.0]","[2.0, 2.0]","[34094.0, 34149.0]",1,Value 1,Value 227,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2728,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 7', 'Value 7']","[0.0, 55.0, 9965.0]","[nan, 55.0, 9910.0]","[2.0, 2.0, 2.0]","[34094.0, 34149.0, 44059.0]",1,Value 1,Value 227,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2728,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 7', 'Value 7', 'Value 7', 'Value 5']","[0.0, 55.0, 9965.0, 2941340.0]","[nan, 55.0, 9910.0, 2931375.0]","[2.0, 2.0, 2.0, 1.0]","[34094.0, 34149.0, 44059.0, 37834.0]",1,Value 1,Value 227,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2729,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[0.0],[35309.0],2,Value 1,Value 62,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 2729,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 19.0]","[nan, 19.0]","[0.0, 0.0]","[35309.0, 35328.0]",2,Value 1,Value 62,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 2729,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[0.0, 19.0, 2663.0]","[nan, 19.0, 2644.0]","[0.0, 0.0, 0.0]","[35309.0, 35328.0, 37972.0]",2,Value 1,Value 62,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 2729,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 19.0, 2663.0, 3693.0]","[nan, 19.0, 2644.0, 1030.0]","[0.0, 0.0, 0.0, 0.0]","[35309.0, 35328.0, 37972.0, 39002.0]",2,Value 1,Value 62,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 2729,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 19.0, 2663.0, 3693.0, 3975731.0]","[nan, 19.0, 2644.0, 1030.0, 3972038.0]","[0.0, 0.0, 0.0, 0.0, 4.0]","[35309.0, 35328.0, 37972.0, 39002.0, 36640.0]",2,Value 1,Value 62,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 2730,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[0.0],[62252.0],33,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2730,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14']","[0.0, 60013.0]","[nan, 60013.0]","[0.0, 1.0]","[62252.0, 35865.0]",33,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2730,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 14', 'Value 14']","[0.0, 60013.0, 60026.0]","[nan, 60013.0, 13.0]","[0.0, 1.0, 1.0]","[62252.0, 35865.0, 35878.0]",33,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2730,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 14', 'Value 14', 'Value 14', 'Value 5']","[0.0, 60013.0, 60026.0, 3195779.0]","[nan, 60013.0, 13.0, 3135753.0]","[0.0, 1.0, 1.0, 2.0]","[62252.0, 35865.0, 35878.0, 61231.0]",33,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2730,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed', 'Closed']","['Value 14', 'Value 14', 'Value 14', 'Value 5', 'Value 5']","[0.0, 60013.0, 60026.0, 3195779.0, 3195779.0]","[nan, 60013.0, 13.0, 3135753.0, 3135753.0]","[0.0, 1.0, 1.0, 2.0, 2.0]","[62252.0, 35865.0, 35878.0, 61231.0, 61231.0]",33,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2731,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[34321.0],1,Value 1,Value 253,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2731,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 38.0]","[nan, 38.0]","[0.0, 0.0]","[34321.0, 34359.0]",1,Value 1,Value 253,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2731,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9']","[0.0, 38.0, 3603.0]","[nan, 38.0, 3565.0]","[0.0, 0.0, 0.0]","[34321.0, 34359.0, 37924.0]",1,Value 1,Value 253,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2731,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 9', 'Value 5']","[0.0, 38.0, 3603.0, 3802133.0]","[nan, 38.0, 3565.0, 3798530.0]","[0.0, 0.0, 0.0, 2.0]","[34321.0, 34359.0, 37924.0, 34854.0]",1,Value 1,Value 253,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2732,1,['Assign seriousness'],['Value 19'],[0.0],[nan],[3.0],[32361.0],1,Value 1,Value 312,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2732,2,"['Assign seriousness', 'Take in charge ticket']","['Value 19', 'Value 12']","[0.0, 2422376.0]","[nan, 2422376.0]","[3.0, 3.0]","[32361.0, 35537.0]",1,Value 1,Value 312,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2732,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 19', 'Value 12', 'Value 12']","[0.0, 2422376.0, 2426168.0]","[nan, 2422376.0, 3792.0]","[3.0, 3.0, 3.0]","[32361.0, 35537.0, 39329.0]",1,Value 1,Value 312,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2732,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 19', 'Value 12', 'Value 12', 'Value 5']","[0.0, 2422376.0, 2426168.0, 3722186.0]","[nan, 2422376.0, 3792.0, 1296018.0]","[3.0, 3.0, 3.0, 4.0]","[32361.0, 35537.0, 39329.0, 39347.0]",1,Value 1,Value 312,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2734,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[33905.0],2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 11581.0]","[nan, 11581.0]","[1.0, 1.0]","[33905.0, 45486.0]",2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[0.0, 11581.0, 691862.0]","[nan, 11581.0, 680281.0]","[1.0, 1.0, 2.0]","[33905.0, 45486.0, 34567.0]",2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 11581.0, 691862.0, 1481802.0]","[nan, 11581.0, 680281.0, 789940.0]","[1.0, 1.0, 2.0, 4.0]","[33905.0, 45486.0, 34567.0, 46907.0]",2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2734,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 3']","[0.0, 11581.0, 691862.0, 1481802.0, 2781422.0]","[nan, 11581.0, 680281.0, 789940.0, 1299620.0]","[1.0, 1.0, 2.0, 4.0, 5.0]","[33905.0, 45486.0, 34567.0, 46907.0, 50527.0]",2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2735,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[36343.0],2,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2735,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 14.0]","[nan, 14.0]","[0.0, 0.0]","[36343.0, 36357.0]",2,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2735,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[0.0, 14.0, 166297.0]","[nan, 14.0, 166283.0]","[0.0, 0.0, 2.0]","[36343.0, 36357.0, 29840.0]",2,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2735,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 14.0, 166297.0, 1396588.0]","[nan, 14.0, 166283.0, 1230291.0]","[0.0, 0.0, 2.0, 2.0]","[36343.0, 36357.0, 29840.0, 50531.0]",2,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2735,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 14.0, 166297.0, 1396588.0, 2786083.0]","[nan, 14.0, 166283.0, 1230291.0, 1389495.0]","[0.0, 0.0, 2.0, 2.0, 4.0]","[36343.0, 36357.0, 29840.0, 50531.0, 57626.0]",2,Value 1,Value 83,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 2742,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[53341.0],12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 2742,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 9.0]","[nan, 9.0]","[4.0, 4.0]","[53341.0, 53350.0]",12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 2742,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 9.0, 2675081.0]","[nan, 9.0, 2675072.0]","[4.0, 4.0, 0.0]","[53341.0, 53350.0, 50022.0]",12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 2742,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 9.0, 2675081.0, 2675088.0]","[nan, 9.0, 2675072.0, 7.0]","[4.0, 4.0, 0.0, 0.0]","[53341.0, 53350.0, 50022.0, 50029.0]",12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 2742,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 9.0, 2675081.0, 2675088.0, 3971106.0]","[nan, 9.0, 2675072.0, 7.0, 1296018.0]","[4.0, 4.0, 0.0, 0.0, 1.0]","[53341.0, 53350.0, 50022.0, 50029.0, 50047.0]",12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3
Case 2743,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[2.0],[38821.0],9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2743,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[0.0, 204.0]","[nan, 204.0]","[2.0, 2.0]","[38821.0, 39025.0]",9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2743,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 2', 'Value 2']","[0.0, 204.0, 684161.0]","[nan, 204.0, 683957.0]","[2.0, 2.0, 3.0]","[38821.0, 39025.0, 31782.0]",9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2743,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2']","[0.0, 204.0, 684161.0, 1657160.0]","[nan, 204.0, 683957.0, 972999.0]","[2.0, 2.0, 3.0, 0.0]","[38821.0, 39025.0, 31782.0, 54381.0]",9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2743,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 204.0, 684161.0, 1657160.0, 1726676.0]","[nan, 204.0, 683957.0, 972999.0, 69516.0]","[2.0, 2.0, 3.0, 0.0, 1.0]","[38821.0, 39025.0, 31782.0, 54381.0, 37497.0]",9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2743,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 204.0, 684161.0, 1657160.0, 1726676.0, 3022694.0]","[nan, 204.0, 683957.0, 972999.0, 69516.0, 1296018.0]","[2.0, 2.0, 3.0, 0.0, 1.0, 2.0]","[38821.0, 39025.0, 31782.0, 54381.0, 37497.0, 37515.0]",9,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2754,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[31708.0],1,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2754,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 21.0]","[nan, 21.0]","[1.0, 1.0]","[31708.0, 31729.0]",1,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2754,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13']","[0.0, 21.0, 88992.0]","[nan, 21.0, 88971.0]","[1.0, 1.0, 2.0]","[31708.0, 31729.0, 34300.0]",1,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2754,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 13', 'Value 5']","[0.0, 21.0, 88992.0, 2678513.0]","[nan, 21.0, 88971.0, 2589521.0]","[1.0, 1.0, 2.0, 4.0]","[31708.0, 31729.0, 34300.0, 31821.0]",1,Value 1,Value 20,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2755,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[31190.0],1,Value 1,Value 216,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2755,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 11']","[0.0, 1063.0]","[nan, 1063.0]","[3.0, 3.0]","[31190.0, 32253.0]",1,Value 1,Value 216,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2755,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 11', 'Value 11']","[0.0, 1063.0, 1709.0]","[nan, 1063.0, 646.0]","[3.0, 3.0, 3.0]","[31190.0, 32253.0, 32899.0]",1,Value 1,Value 216,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2755,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 11', 'Value 11', 'Value 5']","[0.0, 1063.0, 1709.0, 2851229.0]","[nan, 1063.0, 646.0, 2849520.0]","[3.0, 3.0, 3.0, 1.0]","[31190.0, 32253.0, 32899.0, 31219.0]",1,Value 1,Value 216,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 2756,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[1.0],[55804.0],1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2756,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 56404.0]","[nan, 56404.0]","[1.0, 2.0]","[55804.0, 25808.0]",1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2756,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9']","[0.0, 56404.0, 56427.0]","[nan, 56404.0, 23.0]","[1.0, 2.0, 2.0]","[55804.0, 25808.0, 25831.0]",1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2756,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 56404.0, 56427.0, 2679145.0]","[nan, 56404.0, 23.0, 2622718.0]","[1.0, 2.0, 2.0, 4.0]","[55804.0, 25808.0, 25831.0, 56549.0]",1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2759,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[53839.0],1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2759,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 1013569.0]","[nan, 1013569.0]","[4.0, 2.0]","[53839.0, 30608.0]",1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2759,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9']","[0.0, 1013569.0, 1013577.0]","[nan, 1013569.0, 8.0]","[4.0, 2.0, 2.0]","[53839.0, 30608.0, 30616.0]",1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2759,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 9', 'Value 9', 'Value 5']","[0.0, 1013569.0, 1013577.0, 2851423.0]","[nan, 1013569.0, 8.0, 1837846.0]","[4.0, 2.0, 2.0, 2.0]","[53839.0, 30608.0, 30616.0, 54062.0]",1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2760,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[31589.0],5,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2760,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[0.0, 8016.0]","[nan, 8016.0]","[3.0, 3.0]","[31589.0, 39605.0]",5,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2760,3,"['Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 5']","[0.0, 8016.0, 2851433.0]","[nan, 8016.0, 2843417.0]","[3.0, 3.0, 1.0]","[31589.0, 39605.0, 31822.0]",5,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2761,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[54678.0],1,Value 1,Value 105,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2761,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 7.0]","[nan, 7.0]","[2.0, 2.0]","[54678.0, 54685.0]",1,Value 1,Value 105,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2761,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 7.0, 76643.0]","[nan, 7.0, 76636.0]","[2.0, 2.0, 3.0]","[54678.0, 54685.0, 44921.0]",1,Value 1,Value 105,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2761,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 7.0, 76643.0, 2678953.0]","[nan, 7.0, 76636.0, 2602310.0]","[2.0, 2.0, 3.0, 5.0]","[54678.0, 54685.0, 44921.0, 55231.0]",1,Value 1,Value 105,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2762,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[49800.0],1,Value 1,Value 48,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2762,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 10']","[0.0, 580624.0]","[nan, 580624.0]","[2.0, 2.0]","[49800.0, 25624.0]",1,Value 1,Value 48,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2762,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 10', 'Value 10']","[0.0, 580624.0, 1035467.0]","[nan, 580624.0, 454843.0]","[2.0, 2.0, 0.0]","[49800.0, 25624.0, 48467.0]",1,Value 1,Value 48,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2762,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 10', 'Value 10', 'Value 5']","[0.0, 580624.0, 1035467.0, 2678413.0]","[nan, 580624.0, 454843.0, 1642946.0]","[2.0, 2.0, 0.0, 5.0]","[49800.0, 25624.0, 48467.0, 49813.0]",1,Value 1,Value 48,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2763,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[57515.0],8,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2763,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 13']","[0.0, 85046.0]","[nan, 85046.0]","[0.0, 1.0]","[57515.0, 56161.0]",8,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2763,3,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 85046.0, 85046.0]","[nan, 85046.0, 85046.0]","[0.0, 1.0, 1.0]","[57515.0, 56161.0, 56161.0]",8,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2763,4,"['Assign seriousness', 'Resolve ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 13', 'Value 13', 'Value 5']","[0.0, 85046.0, 85046.0, 3978108.0]","[nan, 85046.0, 85046.0, 3893062.0]","[0.0, 1.0, 1.0, 4.0]","[57515.0, 56161.0, 56161.0, 61223.0]",8,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2769,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[36327.0],1,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2769,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 8522.0]","[nan, 8522.0]","[2.0, 2.0]","[36327.0, 44849.0]",1,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2769,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 8522.0, 10895.0]","[nan, 8522.0, 2373.0]","[2.0, 2.0, 2.0]","[36327.0, 44849.0, 47222.0]",1,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2769,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 13', 'Value 13', 'Value 5']","[0.0, 8522.0, 10895.0, 2678728.0]","[nan, 8522.0, 2373.0, 2667833.0]","[2.0, 2.0, 2.0, 5.0]","[36327.0, 44849.0, 47222.0, 36655.0]",1,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2771,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[2.0],[29486.0],1,Value 1,Value 3,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2771,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 197923.0]","[nan, 197923.0]","[2.0, 4.0]","[29486.0, 54609.0]",1,Value 1,Value 3,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2771,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 15']","[0.0, 197923.0, 454721.0]","[nan, 197923.0, 256798.0]","[2.0, 4.0, 0.0]","[29486.0, 54609.0, 52207.0]",1,Value 1,Value 3,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2771,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 15', 'Value 5']","[0.0, 197923.0, 454721.0, 2675341.0]","[nan, 197923.0, 256798.0, 2220620.0]","[2.0, 4.0, 0.0, 5.0]","[29486.0, 54609.0, 52207.0, 26427.0]",1,Value 1,Value 3,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2772,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[56928.0],1,Value 1,Value 300,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
